draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83856,81,1,0,NBA,2023-03-12 19:30:00+00:00
83853,70,2,0,NBA,2023-03-12 19:30:00+00:00
83854,188,2,0,NBA,2023-03-12 19:30:00+00:00
83855,73,2,0,NBA,2023-03-12 19:30:00+00:00
83857,81,1,0,NBA,2023-03-12 21:00:00+00:00
83861,81,1,0,NBA,2023-03-12 22:00:00+00:00
83858,70,4,0,NBA,2023-03-12 22:00:00+00:00
83859,188,4,0,NBA,2023-03-12 22:00:00+00:00
83860,73,4,0,NBA,2023-03-12 22:00:00+00:00
83862,70,3,0,NBA,2023-03-12 23:00:00+00:00
83863,81,1,0,NBA,2023-03-13 01:00:00+00:00
83864,193,1,0,NBA,2023-03-13 01:00:00+00:00
83865,112,1,0,NBA,2023-03-13 02:00:00+00:00
83866,113,1,0,NBA,2023-03-13 02:20:00+00:00
