draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
82280,70,11,0,NBA,2023-02-14 00:00:00+00:00
82281,188,11,0,NBA,2023-02-14 00:00:00+00:00
82282,73,11,0,NBA,2023-02-14 00:00:00+00:00
82283,81,1,0,NBA,2023-02-14 00:00:00+00:00
82284,70,2,0,NBA,2023-02-14 00:30:00+00:00
82285,81,1,0,NBA,2023-02-14 00:30:00+00:00
82286,70,2,0,NBA,2023-02-14 01:00:00+00:00
82287,81,1,0,NBA,2023-02-14 01:00:00+00:00
82288,81,1,0,NBA,2023-02-14 01:30:00+00:00
82289,70,2,0,NBA,2023-02-14 03:00:00+00:00
82290,73,2,0,NBA,2023-02-14 03:00:00+00:00
82291,81,1,0,NBA,2023-02-14 03:00:00+00:00
82292,193,1,0,NBA,2023-02-14 03:00:00+00:00
82293,112,1,0,NBA,2023-02-14 04:00:00+00:00
82294,113,1,0,NBA,2023-02-14 04:20:00+00:00
