draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
84787,70,13,0,NBA,2023-03-31 23:00:00+00:00
84860,73,13,0,NBA,2023-03-31 23:00:00+00:00
84861,81,1,0,NBA,2023-03-31 23:00:00+00:00
84862,70,3,0,NBA,2023-03-31 23:30:00+00:00
84863,81,1,0,NBA,2023-03-31 23:30:00+00:00
84864,70,3,0,NBA,2023-04-01 00:00:00+00:00
84865,81,1,0,NBA,2023-04-01 00:00:00+00:00
84866,70,3,0,NBA,2023-04-01 02:00:00+00:00
84867,73,3,0,NBA,2023-04-01 02:00:00+00:00
84868,81,1,0,NBA,2023-04-01 02:30:00+00:00
84870,112,1,0,NBA,2023-04-01 03:30:00+00:00
84871,113,1,0,NBA,2023-04-01 03:50:00+00:00
