draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
86612,70,2,0,NBA,2023-05-02 23:30:00+00:00
86613,188,2,0,NBA,2023-05-02 23:30:00+00:00
86614,73,2,0,NBA,2023-05-02 23:30:00+00:00
86615,81,1,0,NBA,2023-05-02 23:30:00+00:00
86616,193,1,0,NBA,2023-05-02 23:30:00+00:00
86622,81,1,0,NBA,2023-05-03 02:00:00+00:00
86623,193,1,0,NBA,2023-05-03 02:00:00+00:00
86624,112,1,0,NBA,2023-05-03 03:00:00+00:00
86625,113,1,0,NBA,2023-05-03 03:20:00+00:00
86647,137,7,0,NBA,2023-05-03 02:00:00+00:00
