draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83352,70,8,0,NBA,2023-03-08 00:00:00+00:00
83353,188,8,0,NBA,2023-03-08 00:00:00+00:00
83354,73,8,0,NBA,2023-03-08 00:00:00+00:00
83355,81,1,0,NBA,2023-03-08 00:00:00+00:00
83356,70,2,0,NBA,2023-03-08 00:30:00+00:00
83357,81,1,0,NBA,2023-03-08 00:30:00+00:00
83358,70,2,0,NBA,2023-03-08 01:00:00+00:00
83359,81,1,0,NBA,2023-03-08 01:00:00+00:00
83360,70,2,0,NBA,2023-03-08 01:30:00+00:00
83361,81,1,0,NBA,2023-03-08 03:00:00+00:00
83362,193,1,0,NBA,2023-03-08 03:00:00+00:00
83363,112,1,0,NBA,2023-03-08 04:00:00+00:00
83364,113,1,0,NBA,2023-03-08 04:20:00+00:00
