draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83539,81,1,0,NBA,2023-03-11 00:00:00+00:00
83536,70,6,0,NBA,2023-03-11 00:00:00+00:00
83537,188,6,0,NBA,2023-03-11 00:00:00+00:00
83538,73,6,0,NBA,2023-03-11 00:00:00+00:00
83751,81,1,0,NBA,2023-03-11 01:00:00+00:00
83540,70,4,0,NBA,2023-03-11 01:00:00+00:00
83541,81,1,0,NBA,2023-03-11 03:30:00+00:00
83542,193,1,0,NBA,2023-03-11 03:30:00+00:00
83543,112,1,0,NBA,2023-03-11 04:30:00+00:00
83544,113,1,0,NBA,2023-03-11 04:50:00+00:00
