draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
82769,81,1,0,NBA,2023-02-25 00:00:00+00:00
82766,70,8,0,NBA,2023-02-25 00:00:00+00:00
82767,188,8,0,NBA,2023-02-25 00:00:00+00:00
82768,73,8,0,NBA,2023-02-25 00:00:00+00:00
82771,81,1,0,NBA,2023-02-25 00:30:00+00:00
82770,70,2,0,NBA,2023-02-25 00:30:00+00:00
82776,81,1,0,NBA,2023-02-25 01:00:00+00:00
82772,70,2,0,NBA,2023-02-25 01:00:00+00:00
82773,81,1,0,NBA,2023-02-25 03:00:00+00:00
82774,70,3,0,NBA,2023-02-25 03:00:00+00:00
82775,73,3,0,NBA,2023-02-25 03:00:00+00:00
82777,81,1,0,NBA,2023-02-25 03:30:00+00:00
82778,193,1,0,NBA,2023-02-25 03:30:00+00:00
82779,112,1,0,NBA,2023-02-25 04:30:00+00:00
82780,113,1,0,NBA,2023-02-25 04:50:00+00:00
