draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83463,70,7,0,NBA,2023-03-09 00:00:00+00:00
83464,188,7,0,NBA,2023-03-09 00:00:00+00:00
83465,73,7,0,NBA,2023-03-09 00:00:00+00:00
83466,81,1,0,NBA,2023-03-09 00:00:00+00:00
83467,70,3,0,NBA,2023-03-09 00:30:00+00:00
83468,81,1,0,NBA,2023-03-09 00:30:00+00:00
83469,70,3,0,NBA,2023-03-09 02:00:00+00:00
83470,73,3,0,NBA,2023-03-09 02:00:00+00:00
83471,81,1,0,NBA,2023-03-09 03:00:00+00:00
83472,193,1,0,NBA,2023-03-09 03:00:00+00:00
83473,112,1,0,NBA,2023-03-09 04:00:00+00:00
83474,113,1,0,NBA,2023-03-09 04:20:00+00:00
