draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
82780,113,1,0,NBA,2023-02-25 05:16:00+00:00
82932,81,1,0,NBA,2023-02-25 17:00:00+00:00
82933,193,1,0,NBA,2023-02-25 17:00:00+00:00
82937,81,1,0,NBA,2023-02-26 00:00:00+00:00
82934,70,6,0,NBA,2023-02-26 00:00:00+00:00
82935,188,6,0,NBA,2023-02-26 00:00:00+00:00
82936,73,6,0,NBA,2023-02-26 00:00:00+00:00
82938,70,2,0,NBA,2023-02-26 00:30:00+00:00
82939,81,1,0,NBA,2023-02-26 01:00:00+00:00
82940,81,1,0,NBA,2023-02-26 01:30:00+00:00
82941,70,2,0,NBA,2023-02-26 01:30:00+00:00
82943,81,1,0,NBA,2023-02-26 02:00:00+00:00
82944,193,1,0,NBA,2023-02-26 02:00:00+00:00
82945,112,1,0,NBA,2023-02-26 03:00:00+00:00
82946,113,1,0,NBA,2023-02-26 03:20:00+00:00
