draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
84197,70,2,0,NBA,2023-03-18 17:00:00+00:00
84198,188,2,0,NBA,2023-03-18 17:00:00+00:00
84199,73,2,0,NBA,2023-03-18 17:00:00+00:00
84200,81,1,0,NBA,2023-03-18 17:00:00+00:00
84201,81,1,0,NBA,2023-03-18 19:00:00+00:00
84202,70,6,0,NBA,2023-03-18 23:00:00+00:00
84203,188,6,0,NBA,2023-03-18 23:00:00+00:00
84204,73,6,0,NBA,2023-03-18 23:00:00+00:00
84205,81,1,0,NBA,2023-03-18 23:00:00+00:00
84206,81,1,0,NBA,2023-03-19 00:00:00+00:00
84207,70,4,0,NBA,2023-03-19 00:00:00+00:00
84208,81,1,0,NBA,2023-03-19 01:00:00+00:00
84209,193,1,0,NBA,2023-03-19 01:00:00+00:00
84210,112,1,0,NBA,2023-03-19 02:00:00+00:00
84211,113,1,0,NBA,2023-03-19 02:20:00+00:00
