draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83393,81,1,0,NBA,2023-03-05 18:00:00+00:00
83390,70,3,0,NBA,2023-03-05 18:00:00+00:00
83391,188,3,0,NBA,2023-03-05 18:00:00+00:00
83392,73,3,0,NBA,2023-03-05 18:00:00+00:00
83394,81,1,0,NBA,2023-03-05 20:30:00+00:00
83399,81,1,0,NBA,2023-03-05 23:00:00+00:00
83395,70,7,0,NBA,2023-03-05 23:00:00+00:00
83397,188,7,0,NBA,2023-03-05 23:00:00+00:00
83398,73,7,0,NBA,2023-03-05 23:00:00+00:00
83401,81,1,0,NBA,2023-03-06 00:00:00+00:00
83400,70,2,0,NBA,2023-03-06 00:00:00+00:00
83402,81,1,0,NBA,2023-03-06 00:30:00+00:00
83403,70,3,0,NBA,2023-03-06 00:30:00+00:00
83404,81,1,0,NBA,2023-03-06 03:00:00+00:00
83405,193,1,0,NBA,2023-03-06 03:00:00+00:00
83406,112,1,0,NBA,2023-03-06 04:00:00+00:00
83407,113,1,0,NBA,2023-03-06 04:20:00+00:00
