draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
85814,70,3,0,NBA,2023-04-18 23:00:00+00:00
85815,188,3,0,NBA,2023-04-18 23:00:00+00:00
85816,73,3,0,NBA,2023-04-18 23:00:00+00:00
85817,81,1,0,NBA,2023-04-18 23:00:00+00:00
85818,193,1,0,NBA,2023-04-18 23:00:00+00:00
85819,81,1,0,NBA,2023-04-18 23:30:00+00:00
85820,193,1,0,NBA,2023-04-18 23:30:00+00:00
85821,70,2,0,NBA,2023-04-18 23:30:00+00:00
85822,81,1,0,NBA,2023-04-19 02:00:00+00:00
85823,193,1,0,NBA,2023-04-19 02:00:00+00:00
85824,112,1,0,NBA,2023-04-19 03:00:00+00:00
85825,113,1,0,NBA,2023-04-19 03:20:00+00:00
