draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
85968,70,4,0,NBA,2023-04-26 23:00:00+00:00
86234,188,4,0,NBA,2023-04-26 23:00:00+00:00
86235,73,4,0,NBA,2023-04-26 23:00:00+00:00
86236,81,1,0,NBA,2023-04-26 23:00:00+00:00
86237,193,1,0,NBA,2023-04-26 23:00:00+00:00
86238,81,1,0,NBA,2023-04-26 23:30:00+00:00
86239,193,1,0,NBA,2023-04-26 23:30:00+00:00
86240,81,1,0,NBA,2023-04-27 01:30:00+00:00
86241,193,1,0,NBA,2023-04-27 01:30:00+00:00
86242,70,2,0,NBA,2023-04-27 01:30:00+00:00
86243,73,2,0,NBA,2023-04-27 01:30:00+00:00
86244,81,1,0,NBA,2023-04-27 02:00:00+00:00
86245,193,1,0,NBA,2023-04-27 02:00:00+00:00
86246,112,1,0,NBA,2023-04-27 03:00:00+00:00
86247,113,1,0,NBA,2023-04-27 03:20:00+00:00
