draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
82298,81,1,0,NBA,2023-02-15 00:30:00+00:00
82295,70,5,0,NBA,2023-02-15 00:30:00+00:00
82296,188,5,0,NBA,2023-02-15 00:30:00+00:00
82297,73,5,0,NBA,2023-02-15 00:30:00+00:00
82299,81,1,0,NBA,2023-02-15 02:00:00+00:00
82302,81,1,0,NBA,2023-02-15 03:00:00+00:00
82303,193,1,0,NBA,2023-02-15 03:00:00+00:00
82300,70,2,0,NBA,2023-02-15 03:00:00+00:00
82301,73,2,0,NBA,2023-02-15 03:00:00+00:00
82304,112,1,0,NBA,2023-02-15 04:00:00+00:00
82305,113,1,0,NBA,2023-02-15 04:20:00+00:00
