draft_group_id,contest_type_id,games_count,series_id,sport,starts_at
83344,81,1,0,NBA,2023-03-07 00:00:00+00:00
83341,70,6,0,NBA,2023-03-07 00:00:00+00:00
83342,188,6,0,NBA,2023-03-07 00:00:00+00:00
83343,73,6,0,NBA,2023-03-07 00:00:00+00:00
83345,81,1,0,NBA,2023-03-07 00:30:00+00:00
83346,70,2,0,NBA,2023-03-07 02:00:00+00:00
83347,73,2,0,NBA,2023-03-07 02:00:00+00:00
83348,81,1,0,NBA,2023-03-07 03:00:00+00:00
83349,193,1,0,NBA,2023-03-07 03:00:00+00:00
83350,112,1,0,NBA,2023-03-07 04:00:00+00:00
83351,113,1,0,NBA,2023-03-07 04:20:00+00:00
