contest_id,minPosition,maxPosition,payout
145749345,1,10,6.0
145749346,1,9,3.0
145749347,1,9,15.0
145749348,1,5,100.0
145749349,1,5,50.0
145749350,1,5,20.0
145749351,1,15,10.0
145749352,1,10,10.0
145749353,1,15,6.0
145749354,1,15,2.0
145749355,1,10,2.0
145749356,1,10,2.0
145749357,1,10,6.0
145749358,1,10,10.0
145749359,1,5,20.0
145749360,1,1,10.0
145749361,1,1,10.0
145749362,1,2,10.0
145749365,1,1,12.0
145749366,1,1,12.0
145749367,1,1,12.0
145749368,1,2,12.0
145749369,1,2,12.0
145749370,1,4,12.0
145749371,1,5,12.0
145749372,1,10,6.0
145749373,1,9,3.0
145749374,1,9,15.0
145749375,1,5,100.0
145749376,1,5,50.0
145749377,1,5,20.0
145749378,1,15,10.0
145749379,1,10,10.0
145749380,1,15,6.0
145749381,1,15,2.0
145749382,1,10,2.0
145749383,1,10,2.0
145749384,1,10,6.0
145749385,1,10,10.0
145749386,1,5,20.0
145749387,1,1,10.0
145749388,1,1,10.0
145749389,1,2,10.0
145749391,1,1,46.0
145749392,1,1,12.0
145749393,1,1,12.0
145749394,1,1,12.0
145749395,1,2,12.0
145749396,1,2,12.0
145749397,1,4,12.0
145749398,1,5,12.0
145749451,1,1,5.4
145749452,1,1,27.0
145749453,1,1,13.5
145749454,1,1,2.7
145749455,3,3,1.5
145749455,2,2,2.5
145749455,1,1,5.0
145749456,2,2,1.5
145749456,1,1,3.0
145749457,1,1,2.7
145749458,1,1,2.7
145749459,1,5,36.0
145749460,1,5,18.0
145749461,1,5,9.0
145749462,1,5,5.4
145749463,1,5,1.8
145749464,1,1,13.5
145749465,1,1,5.4
145749466,1,1,5.4
145749467,1,1,5.4
145749468,1,1,6.0
145749468,2,2,3.0
145749469,1,1,10.0
145749469,2,2,5.0
145749469,3,3,3.0
145749470,1,1,13.5
145749471,2,2,7.5
145749471,1,1,15.0
145749472,2,2,12.5
145749472,3,3,7.5
145749472,1,1,25.0
145749473,2,2,15.0
145749473,1,1,30.0
145749474,1,1,27.0
145749475,1,1,54.0
145749476,1,1,150.0
145749476,2,2,75.0
145749477,1,1,135.0
145749478,1,1,300.0
145749479,1,1,450.0
145749480,1,1,1500.0
145749481,1,1,3000.0
145749482,1,1,15000.0
145749483,1,1,30000.0
145749484,1,2,36.0
145749485,1,5,18.0
145749486,1,5,1.8
145749487,1,5,5.4
145749488,1,5,9.0
145749489,1,2,10000.0
145749490,1,2,2000.0
145749491,1,2,1000.0
145749492,1,2,200.0
145749493,1,2,90.0
145749494,1,2,36.0
145749495,1,2,18.0
145749496,1,5,90.0
145749497,1,5,1.8
145749498,1,5,9.0
145749499,1,3,200.0
145749500,1,5,3.6
145749501,1,5,36.0
145749502,1,5,18.0
145749503,1,10,9.0
145749504,1,10,18.0
145749505,1,10,36.0
145749506,1,10,3.6
145749507,1,10,1.8
145749508,1,1,4000.0
145749509,1,1,1000.0
145749510,1,1,10.0
145749511,1,1,555.0
145749512,1,1,44.0
145749513,1,1,2120.0
145749514,1,1,19.98
145749515,1,1,19.98
145749516,1,1,19.98
