contest_id,minPosition,maxPosition,payout
142372584,1,1,250000.0
142372584,2,2,100000.0
142372584,3,3,50000.0
142372584,4,4,30000.0
142372584,5,5,25000.0
142372584,6,6,20000.0
142372584,7,8,15000.0
142372584,9,10,10000.0
142372584,11,15,7000.0
142372584,16,20,5000.0
142372584,21,30,4000.0
142372584,31,45,3000.0
142372584,46,70,2500.0
142372584,71,116,2000.0
142372584,117,233,1500.0
142431165,1,1,100000.0
142431165,2,2,25000.0
142431165,3,3,10000.0
142431165,4,4,5000.0
142431165,5,5,3000.0
142431165,6,6,2000.0
142431165,7,7,1500.0
142431165,8,10,1000.0
142431165,11,15,700.0
142431165,16,20,500.0
142431165,21,25,300.0
142431165,26,35,200.0
142431165,36,50,150.0
142431165,51,70,100.0
142431165,71,110,70.0
142431165,111,210,50.0
142431165,211,460,40.0
142431165,461,960,35.0
142431165,961,2010,30.0
142431165,2011,4808,25.0
142431162,1,1,7500.0
142431162,2,2,3000.0
142431162,3,3,2000.0
142431162,4,4,1500.0
142431162,5,5,1250.0
142431162,6,7,1000.0
142431162,8,10,750.0
142431162,11,13,600.0
142431162,14,16,500.0
142431162,17,19,400.0
142431162,20,22,300.0
142431162,23,25,250.0
142431162,26,29,200.0
142431162,30,35,150.0
142431162,36,45,100.0
142431162,46,55,75.0
142431162,56,70,60.0
142431162,71,85,50.0
142431162,86,105,40.0
142431162,106,130,30.0
142431162,131,185,25.0
142431162,186,305,20.0
142431162,306,600,15.0
142431162,601,1365,10.0
142431162,1366,2842,8.0
142431162,2843,6181,6.0
142435972,1,1,50000.0
142435972,2,2,10000.0
142435972,3,3,5000.0
142435972,4,4,3000.0
142435972,5,5,2000.0
142435972,6,6,1250.0
142435972,7,7,1000.0
142435972,8,8,750.0
142435972,9,10,500.0
142435972,11,15,300.0
142435972,16,20,200.0
142435972,21,25,150.0
142435972,26,36,100.0
142435972,37,51,80.0
142435972,52,75,70.0
142435972,76,125,60.0
142435972,126,225,50.0
142435972,226,449,40.0
142435972,450,926,30.0
142435972,927,2426,25.0
142431167,1,1,20000.0
142431167,2,2,10000.0
142431167,3,3,5000.0
142431167,4,4,3000.0
142431167,5,5,2000.0
142431167,6,6,1500.0
142431167,7,8,1000.0
142431167,9,10,750.0
142431167,11,15,500.0
142431167,16,20,400.0
142431167,21,30,300.0
142431167,31,52,225.0
142431167,53,96,175.0
142431167,97,206,135.0
142431163,1,1,10000.0
142431163,2,2,4000.0
142431163,3,3,2300.0
142431163,4,4,1750.0
142431163,5,5,1500.0
142431163,6,6,1250.0
142431163,7,8,1000.0
142431163,9,10,800.0
142431163,11,15,600.0
142431163,16,20,500.0
142431163,21,30,450.0
142431163,31,44,400.0
142417908,1,1,10000.0
142417908,2,2,2500.0
142417908,3,3,1000.0
142417908,4,4,500.0
142417908,5,5,250.0
142417908,6,6,200.0
142417908,7,8,150.0
142417908,9,10,100.0
142417908,11,14,75.0
142417908,15,19,60.0
142417908,20,24,50.0
142417908,25,30,45.0
142417908,31,40,40.0
142417908,41,60,35.0
142417908,61,95,30.0
142417908,96,175,25.0
142417908,176,331,20.0
142417908,332,775,15.0
142417906,1,1,1250.0
142417906,2,2,750.0
142417906,3,3,400.0
142417906,4,5,300.0
142435910,1,1,20000.0
142435910,2,2,7500.0
142435910,3,3,4000.0
142435910,4,4,2000.0
142435910,5,5,1000.0
142435910,6,6,700.0
142435910,7,8,500.0
142435910,9,10,300.0
142435910,11,14,200.0
142435910,15,21,100.0
142435910,22,31,75.0
142435910,32,41,60.0
142435910,42,56,50.0
142435910,57,81,45.0
142435910,82,127,40.0
142435910,128,222,35.0
142435910,223,424,30.0
142435910,425,1114,25.0
142417932,1,1,1000.0
142417932,2,2,500.0
142417932,3,3,300.0
142417932,4,4,200.0
142417932,5,5,150.0
142417932,6,7,125.0
142417932,8,10,100.0
142417932,11,13,75.0
142417932,14,16,60.0
142417932,17,19,50.0
142417932,20,22,40.0
142417932,23,25,30.0
142417932,26,29,25.0
142417932,30,34,20.0
142417932,35,40,15.0
142417932,41,50,10.0
142417932,51,65,8.0
142417932,66,95,6.0
142417932,96,165,5.0
142417932,166,310,4.0
142417932,311,595,3.0
142417932,596,1260,2.0
142417932,1261,3080,1.5
142431160,1,1,2000.0
142431160,2,2,1250.0
142431160,3,3,600.0
142431160,4,4,400.0
142431160,5,5,300.0
142431160,6,7,250.0
142431160,8,10,200.0
142431160,11,14,150.0
142431160,15,20,100.0
142431160,21,30,75.0
142431160,31,40,60.0
142431160,41,50,50.0
142431160,51,65,40.0
142431160,66,85,30.0
142431160,86,110,25.0
142431160,111,140,20.0
142431160,141,180,15.0
142431160,181,240,10.0
142431160,241,315,8.0
142431160,316,515,6.0
142431160,516,915,5.0
142431160,916,1690,4.0
142431160,1691,3285,3.0
142431160,3286,6630,2.0
142431160,6631,12830,1.5
142417882,1,1,5000.0
142417882,2,2,3000.0
142417882,3,3,2000.0
142417882,4,4,1500.0
142417882,5,5,1000.0
142417882,6,7,700.0
142417882,8,10,500.0
142417882,11,14,400.0
142417882,15,20,350.0
142417882,21,30,300.0
142417882,31,52,250.0
142417882,53,89,200.0
142417883,1,1,2500.0
142417883,2,2,1500.0
142417883,3,3,1000.0
142417883,4,4,750.0
142417883,5,6,600.0
142417883,7,8,500.0
142417883,9,10,400.0
142417883,11,12,350.0
142417883,13,15,300.0
142417883,16,20,250.0
142417883,21,28,200.0
142417883,29,40,150.0
142417884,1,1,3000.0
142417884,2,2,1500.0
142417884,3,3,1000.0
142417884,4,4,800.0
142417884,5,5,600.0
142417884,6,6,500.0
142417884,7,8,400.0
142417884,9,10,300.0
142417884,11,15,250.0
142417884,16,25,200.0
142417884,26,40,150.0
142417884,41,70,100.0
142417884,71,110,80.0
142417884,111,185,60.0
142417885,1,1,2500.0
142417885,2,2,1500.0
142417885,3,3,800.0
142417885,4,4,600.0
142417885,5,5,450.0
142417885,6,7,350.0
142417885,8,10,250.0
142417885,11,15,200.0
142417885,16,28,100.0
142417885,29,49,80.0
142417885,50,73,70.0
142417885,74,107,60.0
142417896,1,1,5000.0
142417896,2,2,2000.0
142417896,3,3,1000.0
142417896,4,4,800.0
142417896,5,5,650.0
142417896,6,6,500.0
142417896,7,8,350.0
142417896,9,10,250.0
142417896,11,12,150.0
142417896,13,15,100.0
142417896,16,20,50.0
142417896,21,30,40.0
142417896,31,50,30.0
142417896,51,75,25.0
142417896,76,125,20.0
142417896,126,230,15.0
142417896,231,530,10.0
142417896,531,1255,8.0
