contest_id,minPosition,maxPosition,payout
144468366,10,16,100.0
144468366,1,1,500.0
144468366,2,2,400.0
144468366,3,3,300.0
144468366,7,9,150.0
144468366,4,4,250.0
144468366,5,6,200.0
144468367,3,3,150.0
144468367,7,8,60.0
144468367,9,10,50.0
144468367,76,100,10.0
144468367,31,50,15.0
144468367,101,150,8.0
144468367,21,30,20.0
144468367,11,12,40.0
144468367,51,75,12.0
144468367,6,6,75.0
144468367,4,4,125.0
144468367,16,20,25.0
144468367,2,2,200.0
144468367,1,1,500.0
144468367,151,285,6.0
144468367,286,500,5.0
144468367,5,5,100.0
144468367,13,15,30.0
144468368,4,4,1500.0
144468368,2,2,3000.0
144468368,5,5,1000.0
144468368,6,7,700.0
144468368,8,10,500.0
144468368,11,15,400.0
144468368,16,23,300.0
144468368,24,37,250.0
144468368,38,71,200.0
144468368,3,3,2000.0
144468368,1,1,5000.0
144468369,4,4,700.0
144468369,5,5,600.0
144468369,6,6,500.0
144468369,3,3,800.0
144468369,9,10,350.0
144468369,11,12,300.0
144468369,13,15,250.0
144468369,7,8,400.0
144468369,2,2,1000.0
144468369,21,27,150.0
144468369,16,20,200.0
144468369,1,1,1500.0
144468370,25,36,150.0
144468370,7,8,400.0
144468370,3,3,750.0
144468370,9,11,300.0
144468370,96,146,60.0
144468370,12,16,250.0
144468370,1,1,2000.0
144468370,17,24,200.0
144468370,5,6,500.0
144468370,63,95,80.0
144468370,37,62,100.0
144468370,2,2,1000.0
144468370,4,4,600.0
144468371,9,12,120.0
144468371,2,2,400.0
144468371,3,3,300.0
144468371,33,49,50.0
144468371,4,4,250.0
144468371,5,6,200.0
144468371,24,32,60.0
144468371,18,23,80.0
144468371,13,17,100.0
144468371,7,8,150.0
144468371,1,1,500.0
144468372,63,84,35.0
144468372,2,2,500.0
144468372,162,229,20.0
144468372,116,161,25.0
144468372,85,115,30.0
144468372,48,62,40.0
144468372,1,1,1000.0
144468372,37,47,45.0
144468372,4,4,250.0
144468372,5,5,200.0
144468372,28,36,50.0
144468372,21,27,60.0
144468372,6,7,150.0
144468372,3,3,350.0
144468372,8,10,125.0
144468372,11,14,100.0
144468372,15,20,75.0
144468373,6,6,200.0
144468373,21,30,30.0
144468373,4,4,300.0
144468373,2,2,600.0
144468373,1,1,1000.0
144468373,5,5,250.0
144468373,3,3,400.0
144468373,8,8,150.0
144468373,9,9,125.0
144468373,10,10,100.0
144468373,11,12,80.0
144468373,245,544,10.0
144468373,95,244,12.0
144468373,51,94,15.0
144468373,31,50,20.0
144468373,13,15,60.0
144468373,16,20,40.0
144468373,7,7,175.0
144468374,66,110,4.0
144468374,46,65,5.0
144468374,211,437,2.0
144468374,438,911,1.5
144468374,111,210,3.0
144468374,36,45,6.0
144468374,16,19,15.0
144468374,20,25,10.0
144468374,13,15,20.0
144468374,11,12,25.0
144468374,9,10,30.0
144468374,7,8,40.0
144468374,6,6,50.0
144468374,5,5,65.0
144468374,4,4,80.0
144468374,3,3,100.0
144468374,2,2,150.0
144468374,1,1,300.0
144468374,26,35,8.0
144468375,1,15,200.0
144468376,1,30,100.0
144468377,1,30,100.0
144468378,1,1,500.0
144468378,41,60,25.0
144468378,26,40,30.0
144468378,20,25,40.0
144468378,15,19,50.0
144468378,11,14,60.0
144468378,6,6,150.0
144468378,7,8,100.0
144468378,61,121,20.0
144468378,5,5,200.0
144468378,4,4,250.0
144468378,3,3,300.0
144468378,2,2,350.0
144468378,9,10,75.0
144468379,9,10,50.0
144468379,11,12,45.0
144468379,4,4,150.0
144468379,16,20,35.0
144468379,21,25,30.0
144468379,26,35,25.0
144468379,6,6,75.0
144468379,7,8,60.0
144468379,13,15,40.0
144468379,5,5,100.0
144468379,1,1,500.0
144468379,96,262,10.0
144468379,56,95,15.0
144468379,36,55,20.0
144468379,3,3,200.0
144468379,2,2,300.0
144468380,6,6,40.0
144468380,3,3,80.0
144468380,2,2,125.0
144468380,4,4,60.0
144468380,1,1,200.0
144468380,7,7,30.0
144468380,177,285,3.0
144468380,108,176,4.0
144468380,74,107,5.0
144468380,50,73,6.0
144468380,34,49,8.0
144468380,22,33,10.0
144468380,14,21,15.0
144468380,10,13,20.0
144468380,8,9,25.0
144468380,5,5,50.0
144468381,1,100,20.0
144468382,1,200,10.0
144468383,1,500,4.0
144468384,17,22,85.0
144468384,3,3,500.0
144468384,1,1,720.0
144468384,4,4,400.0
144468384,5,6,300.0
144468384,2,2,600.0
144468384,10,12,150.0
144468384,7,9,200.0
144468384,13,16,100.0
144468384,23,30,70.0
144468384,31,41,60.0
144468385,8,8,80.0
144468385,4,4,200.0
144468385,5,5,150.0
144468385,2,2,300.0
144468385,7,7,100.0
144468385,3,3,250.0
144468385,9,10,70.0
144468385,6,6,120.0
144468385,14,22,50.0
144468385,23,39,40.0
144468385,1,1,350.0
144468385,11,13,60.0
144468386,91,185,2.0
144468386,186,390,1.5
144468386,2341,5705,0.5
144468386,391,940,1.0
144468386,61,90,3.0
144468386,1,1,250.0
144468386,36,45,5.0
144468386,26,35,6.0
144468386,21,25,8.0
144468386,17,20,10.0
144468386,14,16,15.0
144468386,11,13,20.0
144468386,7,8,30.0
144468386,6,6,40.0
144468386,5,5,50.0
144468386,4,4,75.0
144468386,3,3,100.0
144468386,2,2,150.0
144468386,46,60,4.0
144468386,9,10,25.0
144468386,941,2340,0.75
144468387,61,80,8.0
144468387,466,955,2.0
144468387,246,465,3.0
144468387,46,60,10.0
144468387,36,45,15.0
144468387,956,1981,1.5
144468387,26,35,20.0
144468387,20,25,25.0
144468387,81,105,6.0
144468387,15,19,30.0
144468387,11,14,40.0
144468387,9,10,50.0
144468387,1982,5987,1.0
144468387,146,245,4.0
144468387,6,6,75.0
144468387,5,5,100.0
144468387,4,4,150.0
144468387,3,3,300.0
144468387,2,2,600.0
144468387,106,145,5.0
144468387,1,1,1500.0
144468387,7,8,60.0
144468388,1,300,10.0
144468389,5,5,50.0
144468389,3,3,87.5
144468389,2,2,125.0
144468389,4,4,62.5
144468389,1,1,175.0
144468390,2,2,85.0
144468390,3,3,75.0
144468390,9,9,25.0
144468390,5,5,50.0
144468390,6,6,40.0
144468390,7,7,35.0
144468390,8,8,30.0
144468390,4,4,60.0
144468390,1,1,100.0
144468391,1,1,300.0
144468391,2,2,200.0
144468391,3,3,150.0
144468391,4,4,100.0
144468392,3,3,300.0
144468392,2,2,450.0
144468392,1,1,750.0
144468393,46,85,1.5
144468393,14,16,6.0
144468393,9,10,10.0
144468393,1,1,100.0
144468393,17,20,5.0
144468393,7,8,15.0
144468393,31,45,2.0
144468393,26,30,3.0
144468393,21,25,4.0
144468393,6,6,20.0
144468393,3,3,50.0
144468393,556,1706,0.5
144468393,5,5,25.0
144468393,4,4,35.0
144468393,206,555,0.75
144468393,86,205,1.0
144468393,2,2,75.0
144468393,11,13,8.0
