contest_id,minPosition,maxPosition,payout
142237321,1,1,750.0
142237321,2,2,600.0
142237321,3,3,500.0
142237321,4,4,400.0
142237321,5,5,300.0
142237321,6,8,250.0
142237321,9,12,200.0
142237321,13,18,150.0
142237322,1,1,500.0
142237322,2,2,400.0
142237322,3,3,300.0
142237322,4,4,250.0
142237322,5,6,200.0
142237322,7,9,150.0
142237322,10,16,100.0
142237323,1,1,2000.0
142237323,2,2,400.0
142237323,3,3,200.0
142237323,4,4,100.0
142237323,5,5,75.0
142237323,6,7,60.0
142237323,8,10,50.0
142237323,11,13,40.0
142237323,14,16,35.0
142237323,17,20,30.0
142237323,21,25,25.0
142237323,26,35,20.0
142237323,36,45,15.0
142237323,46,65,10.0
142237323,66,100,8.0
142237323,101,191,6.0
142237323,192,352,5.0
142237323,353,1053,4.0
142237324,1,1,1000.0
142237324,2,2,500.0
142237324,3,3,250.0
142237324,4,4,150.0
142237324,5,5,100.0
142237324,6,6,75.0
142237324,7,8,50.0
142237324,9,10,30.0
142237324,11,14,25.0
142237324,15,19,20.0
142237324,20,25,15.0
142237324,26,35,10.0
142237324,36,45,8.0
142237324,46,60,6.0
142237324,61,100,5.0
142237324,101,195,4.0
142237324,196,405,3.0
142237324,406,865,2.0
142237324,866,1811,1.5
142237324,1812,5467,1.0
142237325,1,1,2000.0
142237325,2,2,1200.0
142237325,3,3,800.0
142237326,1,1,5000.0
142237326,2,2,3000.0
142237326,3,3,2000.0
142237326,4,4,1500.0
142237326,5,5,1000.0
142237326,6,7,700.0
142237326,8,10,500.0
142237326,11,15,400.0
142237326,16,23,300.0
142237326,24,37,250.0
142237326,38,71,200.0
142237327,1,1,1000.0
142237327,2,2,800.0
142237327,3,3,600.0
142237327,4,4,500.0
142237327,5,5,400.0
142237327,6,6,300.0
142237327,7,8,250.0
142237327,9,11,200.0
142237327,12,15,160.0
142237327,16,22,120.0
142237327,23,37,100.0
142237327,38,66,80.0
142237328,1,1,1000.0
142237328,2,2,600.0
142237328,3,3,400.0
142237328,4,4,300.0
142237328,5,5,250.0
142237328,6,6,200.0
142237328,7,7,175.0
142237328,8,8,150.0
142237328,9,9,125.0
142237328,10,10,100.0
142237328,11,12,80.0
142237328,13,15,60.0
142237328,16,20,40.0
142237328,21,30,30.0
142237328,31,50,20.0
142237328,51,94,15.0
142237328,95,244,12.0
142237328,245,544,10.0
142237329,1,1,300.0
142237329,2,2,200.0
142237329,3,3,100.0
142237329,4,4,80.0
142237329,5,5,65.0
142237329,6,6,50.0
142237329,7,8,40.0
142237329,9,10,30.0
142237329,11,12,25.0
142237329,13,15,20.0
142237329,16,20,15.0
142237329,21,30,10.0
142237329,31,45,8.0
142237329,46,80,6.0
142237329,81,145,5.0
142237329,146,265,4.0
142237329,266,480,3.0
142237330,1,1,300.0
142237330,2,2,150.0
142237330,3,3,100.0
142237330,4,4,80.0
142237330,5,5,65.0
142237330,6,6,50.0
142237330,7,8,40.0
142237330,9,10,30.0
142237330,11,12,25.0
142237330,13,15,20.0
142237330,16,19,15.0
142237330,20,25,10.0
142237330,26,35,8.0
142237330,36,45,6.0
142237330,46,65,5.0
142237330,66,110,4.0
142237330,111,210,3.0
142237330,211,437,2.0
142237330,438,911,1.5
142237331,1,15,200.0
142237332,1,30,100.0
142237333,1,30,100.0
142237334,1,80,50.0
142237335,1,150,20.0
142237336,1,300,10.0
142237337,1,750,4.0
142237338,1,1,500.0
142237338,2,2,350.0
142237338,3,3,300.0
142237338,4,4,250.0
142237338,5,5,200.0
142237338,6,6,150.0
142237338,7,8,100.0
142237338,9,10,75.0
142237338,11,14,60.0
142237338,15,19,50.0
142237338,20,25,40.0
142237338,26,40,30.0
142237338,41,60,25.0
142237338,61,121,20.0
142237339,1,1,500.0
142237339,2,2,300.0
142237339,3,3,200.0
142237339,4,4,150.0
142237339,5,5,100.0
142237339,6,6,75.0
142237339,7,8,60.0
142237339,9,10,50.0
142237339,11,12,45.0
142237339,13,15,40.0
142237339,16,20,35.0
142237339,21,25,30.0
142237339,26,35,25.0
142237339,36,55,20.0
142237339,56,95,15.0
142237339,96,262,10.0
142237340,1,250,20.0
142237341,1,1,500.0
142237341,2,2,300.0
142237341,3,3,200.0
142237342,1,400,10.0
142237343,1,200,10.0
142237344,1,1,750.0
142237344,2,2,500.0
142237344,3,3,400.0
142237344,4,4,300.0
142237344,5,5,200.0
142237344,6,6,150.0
142237344,7,8,120.0
142237344,9,11,100.0
142237344,12,15,80.0
142237344,16,20,70.0
142237344,21,30,60.0
142237344,31,55,50.0
142237344,56,96,40.0
142237345,1,1,600.0
142237345,2,2,300.0
142237345,3,3,200.0
142237345,4,4,150.0
142237345,5,5,100.0
142237345,6,7,75.0
142237345,8,10,60.0
142237345,11,13,50.0
142237345,14,16,40.0
142237345,17,20,35.0
142237345,21,25,30.0
142237345,26,30,25.0
142237345,31,35,20.0
142237345,36,45,15.0
142237345,46,75,10.0
142237345,76,145,8.0
142237345,146,305,6.0
142237345,306,618,5.0
142237346,1,1,300.0
142237346,2,2,200.0
142237346,3,3,125.0
142237346,4,4,80.0
142237346,5,5,55.0
142237346,6,10,30.0
142237346,11,15,25.0
142237346,16,20,20.0
142237346,21,25,15.0
142237346,26,30,10.0
142237346,31,40,8.0
142237346,41,50,6.0
142237346,51,60,5.0
142237346,61,75,4.0
142237346,76,130,3.0
142237346,131,295,2.0
142237346,296,645,1.5
142237346,646,1560,1.0
142237346,1561,3800,0.75
142237346,3801,8550,0.5
142237347,1,1,3000.0
142237347,2,2,1600.0
142237347,3,3,1000.0
142237347,4,5,750.0
142237347,6,7,500.0
142237348,1,1,3000.0
