contest_id,minPosition,maxPosition,payout
145228369,8,8,30.0
145228369,3,3,106.0
145228369,4,4,80.0
145228369,5,5,60.0
145228369,6,6,50.0
145228369,7,7,40.0
145228369,9,10,25.0
145228369,11,14,20.0
145228369,15,24,15.0
145228369,25,44,10.0
145228369,45,82,8.0
145228369,2,2,150.0
145228369,1,1,200.0
145228370,2,2,20.0
145228370,1,1,40.0
145228370,3,3,15.0
145228370,4,4,10.0
145228370,5,5,8.0
145228370,6,6,6.0
145228370,7,7,5.0
145228370,8,8,4.0
145228370,9,10,3.0
145228370,11,15,2.0
145228370,16,30,1.5
145228370,31,70,1.0
145228370,71,180,0.75
145228370,181,442,0.5
145228371,3,3,75.0
145228371,4,4,50.0
145228371,5,5,30.0
145228371,6,7,20.0
145228371,8,10,15.0
145228371,2,2,100.0
145228371,21,30,6.0
145228371,15,20,8.0
145228371,71,110,3.0
145228371,31,45,5.0
145228371,46,70,4.0
145228371,257,421,1.5
145228371,111,165,2.5
145228371,11,14,10.0
145228371,166,256,2.0
145228371,1,1,150.0
145228372,1,1,35.0
145228372,2,2,28.0
145228372,17,21,8.0
145228372,3,3,23.0
145228372,13,16,10.0
145228372,10,12,12.0
145228372,8,9,14.0
145228372,6,7,16.0
145228372,5,5,18.0
145228372,4,4,20.0
145228373,3,3,17.0
145228373,11,20,3.0
145228373,21,30,2.5
145228373,31,40,2.0
145228373,6,10,4.0
145228373,2,2,28.0
145228373,4,4,12.0
145228373,1,1,40.0
145228373,5,5,8.0
145228374,53,117,0.3
145228374,23,52,0.4
145228374,13,22,0.5
145228374,9,12,0.75
145228374,7,8,1.0
145228374,6,6,1.5
145228374,5,5,2.0
145228374,4,4,3.0
145228374,3,3,4.0
145228374,2,2,6.0
145228374,118,277,0.2
145228374,1,1,10.0
145228375,3,3,800.0
145228375,2,2,1400.0
145228375,1,1,2100.0
145228375,4,4,500.0
145228376,6,7,20.0
145228376,4,5,30.0
145228376,3,3,40.0
145228376,2,2,60.0
145228376,1,1,100.0
145228377,2,2,150.0
145228377,5,6,75.0
145228377,3,3,125.0
145228377,4,4,100.0
145228377,1,1,225.0
145228378,8,8,14.0
145228378,2,2,55.0
145228378,17,22,7.5
145228378,14,16,8.0
145228378,9,9,12.0
