contest_id,minPosition,maxPosition,payout
142317705,1,1,25000.0
142317705,2,2,10000.0
142317705,3,3,5000.0
142317705,4,4,3000.0
142317705,5,5,2000.0
142317705,6,6,1000.0
142317705,7,8,700.0
142317705,9,10,500.0
142317705,11,13,350.0
142317705,14,21,250.0
142317705,22,31,150.0
142317705,32,45,100.0
142317705,46,75,75.0
142317705,76,135,50.0
142317705,136,235,40.0
142317705,236,460,30.0
142317705,461,910,25.0
142317705,911,1710,23.0
142322847,1,1,50000.0
142322847,2,2,20000.0
142322847,3,3,10000.0
142322847,4,4,5000.0
142322847,5,5,2000.0
142322847,6,7,1000.0
142322847,8,9,700.0
142322847,10,11,500.0
142322847,12,13,400.0
142322847,14,16,300.0
142322847,17,19,200.0
142322847,20,24,150.0
142322847,25,29,100.0
142322847,30,39,75.0
142322847,40,59,60.0
142322847,60,109,50.0
142322847,110,259,45.0
142322847,260,509,40.0
142322847,510,1009,35.0
142322847,1010,1559,30.0
142322847,1560,3553,25.0
142322842,1,1,6000.0
142322842,2,2,3000.0
142322842,3,3,2000.0
142322842,4,4,1500.0
142322842,5,5,1000.0
142322842,6,7,750.0
142322842,8,10,600.0
142322842,11,13,500.0
142322842,14,16,400.0
142322842,17,19,300.0
142322842,20,22,250.0
142322842,23,25,200.0
142322842,26,29,150.0
142322842,30,35,100.0
142322842,36,45,75.0
142322842,46,55,60.0
142322842,56,65,50.0
142322842,66,80,40.0
142322842,81,100,30.0
142322842,101,145,25.0
142322842,146,225,20.0
142322842,226,390,15.0
142322842,391,825,10.0
142322842,826,1635,8.0
142322842,1636,4630,6.0
142317703,1,1,10000.0
142317703,2,2,5000.0
142317703,3,3,3000.0
142317703,4,4,1500.0
142317703,5,5,1000.0
142317703,6,8,700.0
142317703,9,12,600.0
142317703,13,17,500.0
142317703,18,23,400.0
142317703,24,33,350.0
142317722,1,1,5000.0
142317722,2,2,2500.0
142317722,3,3,1000.0
142317722,4,4,750.0
142317722,5,5,500.0
142317722,6,6,250.0
142317722,7,8,200.0
142317722,9,10,150.0
142317722,11,15,100.0
