contest_id,entry_max_per_user
142372584,37
142431165,150
142431162,20
142435972,150
142431167,30
142431163,3
142417908,105
142417906,1
142435910,150
142417932,20
142431160,20
142417882,1
142417883,1
142417884,1
142417885,1
142417896,150
142417898,20
142417900,1
142417892,1
142417895,1
142435973,4
142417940,150
142417943,20
142435971,1
142417942,1
142417922,35
142417927,1
142417924,1
142417928,20
142417930,8
142417911,35
142417920,1
142417917,1
142417921,20
142417918,1
142435909,2
142417936,1
142417939,1
142417938,20
142417931,3
142417877,1
142417890,1
142417873,20
142417878,13
142417871,5
142417872,10
142431164,1
142418303,1
142418301,1
142418302,1
142431166,132
142431159,150
142417887,1
142417863,1
142431161,1
142417864,1
142417876,1
142417886,1
142417861,150
142417860,150
142431158,1
142417875,3
142417880,3
142417881,20
142417879,3
142417862,1
142417865,1
142417866,1
142418310,1
142418300,1
142418304,3
142417949,1
142417941,20
142417944,20
142417948,5
142419546,1
142417902,1
142417903,20
142417909,8
142417901,1
142417904,20
142417893,20
142417897,11
142417894,1
142417899,1
142418819,1
142417957,14
142417956,1
142417951,1
142417953,1
142419609,1
142417934,1
142417937,1
142417935,1
142419474,1
142419476,7
142418311,1
142418305,2
142417869,1
142417867,1
142417868,1
142417888,1
142417874,20
142417891,1
142417870,2
142417889,1
142417859,2
142418538,1
142440644,1
142440645,1
142417919,11
142417913,1
142417916,1
142417915,1
142417912,20
142419203,1
142417933,20
142435908,1
142419195,1
142419197,1
142417907,1
142418691,1
142418693,1
142418699,1
142418695,1
142418696,1
142418697,1
142418698,1
142418694,1
142417929,1
142417923,20
142417926,1
142419069,1
142419071,1
142419683,1
142419686,1
142417964,1
142417965,1
142419687,1
142440647,1
142417910,1
142417905,1
142419341,1
142419196,1
142419199,1
142419200,1
142419201,1
142419202,1
142419198,1
142419610,1
142417950,1
142417952,2
142417958,1
142419615,1
142418215,20
142418308,1
142418309,13
142418307,1
142418306,1
142418288,1
142418290,7
142439688,1
142418542,1
142418543,1
142418544,1
142418545,1
142418541,1
142417963,1
142417960,1
142417961,3
142417962,7
142419614,1
142417954,1
142417955,10
142417959,14
142419548,7
142419329,1
142417946,1
142417945,1
142417947,1
142419321,1
142419323,1
142419322,1
142419325,1
142419326,1
142419327,1
142419328,1
142419324,1
142418825,1
142418821,1
142418822,1
142418823,1
142418824,1
142418820,1
142418817,1
142439217,1
142439759,1
142418565,1
142419077,1
142419073,1
142419074,1
142419075,1
142419076,1
142419072,1
142440648,1
142417925,1
142419393,1
142418951,1
142418947,1
142418948,1
142418949,1
142418950,1
142418946,1
142418943,1
142418945,1
142418944,1
142419367,1
142418293,2
142418292,1
142418291,5
142418299,7
142418298,2
142418297,1
142418294,1
142418296,1
142418295,1
142418287,1
142418286,1
142418285,1
142418284,1
142418283,1
142418282,1
142418281,1
142418280,3
142418279,3
142418278,1
142418277,1
142418276,1
142418275,1
142418274,1
142418273,1
142418272,1
142418271,1
142418270,3
142418269,3
142418268,3
142418267,3
142418266,7
142418265,7
142418264,7
142418263,7
142418262,1
142418261,1
142418260,1
142418259,1
142418258,1
142418257,1
142418256,1
142418255,1
142418254,1
142418253,1
142418252,1
142418251,1
142418250,3
142418249,3
142418248,3
142418247,3
142418246,8
142418245,8
142418244,8
142418243,8
142418289,1
142418240,1
142418129,1
142418130,1
142418131,3
142418132,1
142418134,7
142418133,7
142440643,1
142418163,1
142418170,1
142418164,1
142418138,1
142418165,1
142418167,1
142418166,1
142418139,2
142418169,3
142418168,3
142418140,7
142418125,1
142418126,3
142418127,1
142418128,1
142418171,1
142418227,1
142418121,1
142418226,1
142418235,1
142418238,1
142418237,1
142418236,1
142418234,1
142418233,1
142418232,1
142418231,1
142418230,1
142418229,1
142418137,1
142418228,1
142418181,1
142418180,1
142418179,1
142418187,1
142418186,1
142418185,1
142418184,1
142418183,1
142418182,1
142418189,1
142418188,1
142418190,1
142418178,1
142418177,1
142418176,1
142418192,1
142418191,1
142418196,1
142418195,1
142418194,1
142418193,1
142418175,1
142418174,1
142418173,1
142418172,1
142418136,1
142418214,1
142418198,1
142418239,1
142418122,1
142418241,1
142418135,1
142418242,1
142418213,1
142418141,1
142418199,1
142418207,1
142418162,1
142418142,1
142418220,1
142418123,1
142418206,1
142418205,1
142418212,1
142418211,1
142418210,1
142418161,1
142418147,1
142418146,1
142418145,1
142418124,1
142418204,1
142418209,1
142418208,1
142418160,1
142418159,1
142418144,1
142418143,1
142418219,1
142418218,1
142418217,1
142418225,1
142418224,1
142418222,1
142418221,1
142418203,1
142418202,1
142418201,1
142418200,1
142418216,1
142418158,1
142418157,1
142418156,1
142418155,1
142418154,1
142418153,1
142418152,1
142418151,1
142418150,1
142418149,1
142418148,1
142419355,2
142419354,1
142419353,5
142419351,1
142419350,1
142419349,3
142419348,1
142419347,1
142419346,1
142419345,1
142419344,1
142419343,8
142419342,8
142419352,1
142419336,1
142419330,1
142419331,1
142419340,1
142419335,1
142419339,1
142419334,1
142419338,1
142419333,1
142419337,1
142419332,1
142418573,2
142418572,5
142418571,1
142418570,7
142418569,1
142418568,1
142418567,1
142418561,1
142418550,1
142418563,1
142418549,1
142440162,1
142418562,1
142418548,1
142418557,1
142418556,1
142418552,1
142418547,1
142418555,1
142418560,1
142418553,1
142418558,1
142418551,1
142442471,1
142418559,1
142418554,1
142419407,2
142419406,1
142419405,5
142419403,1
142419402,1
142419401,3
142419400,1
142419399,1
142419398,1
142419397,1
142419396,1
142419395,8
142419394,8
142419404,1
142419388,1
142419382,1
142419383,1
142419392,1
142419387,1
142419391,1
142419386,1
142419390,1
142419385,1
142442314,1
142419384,1
142419381,2
142419380,1
142419379,5
142419377,1
142419376,1
142419375,3
142419374,1
142419373,1
142419372,1
142419371,1
142419370,1
