contest_id,entry_max_per_user
141500751,150
141500753,4
141500754,20
141504164,150
141504163,2
141500752,58
141500758,12
141504159,150
141504158,7
141500755,4
141489445,13
141500759,20
141489432,1
141489433,1
141489452,150
141489453,20
141489450,1
141489451,1
141489447,20
141489462,141
141489460,1
141489463,20
141489459,1
141489458,20
141504160,150
141504157,1
141489475,20
141489474,8
141489480,20
141489469,52
141489470,20
141489472,1
141489465,1
141489471,11
141489419,1
141489416,1
141489420,27
141489421,20
141489441,8
141489417,5
141489424,1
141489444,1
141491405,1
141491369,1
141489430,1
141489431,1
141489435,1
141489412,1
141500756,132
141500757,150
141500749,150
141489436,1
141489413,1
141500750,1
141489434,1
141489427,20
141489411,150
141489426,3
141489429,1
141489428,1
141489425,3
141489422,3
141489443,20
141489423,1
141489439,1
141489442,20
141489438,1
141489440,1
141489415,2
141489493,20
141489495,1
141504162,1
141489499,20
141489498,1
141489478,1
141489481,1
141489477,1
141489851,1
141491536,1
141491537,1
141491538,1
141489850,1
141489490,57
141489488,20
141489483,1
141489485,5
141489489,20
141489418,10
141489414,1
141489437,1
141489410,2
141491187,1
141489501,21
141489504,1
141489500,1
141489505,1
141490062,1
141491188,1
141491400,3
141491401,2
141491402,1
141491403,1
141491404,1
141491367,1
141491368,1
141491508,6
141491408,6
141491509,3
141491510,3
141491409,3
141489448,1
141489449,1
141489446,20
141489454,1
141490944,1
141489479,1
141489473,2
141489476,20
141489491,1
141489492,3
141489497,1
141489936,1
141491527,1
141491528,1
141491529,1
141489935,1
141489461,1
141489457,1
141489456,1
141489455,20
141490257,1
141491511,1
141491512,1
141491513,1
141491410,1
141491195,1
141491412,1
141491514,1
141491515,1
141491516,1
141491517,1
141491518,1
141491411,1
141491414,1
141491519,1
141491520,1
141491521,1
141491522,1
141491523,1
141491413,1
141491190,1
141491362,1
141491363,1
141489468,1
141489467,1
141489466,1
141489464,20
141490388,1
141489494,20
141489496,1
141489853,1
141491539,1
141491540,1
141491541,1
141489852,1
141489855,1
141491542,1
141491543,1
141491544,1
141489854,1
141489938,1
141491530,1
141491531,1
141491532,1
141489937,1
141489940,1
141491533,1
141491534,1
141491535,1
141489939,1
141490519,1
141490513,1
141489856,1
141489857,1
141489484,1
