contest_id,minPosition,maxPosition,payout
187820186,1,1,15000.0
187820187,1,3,1000.0
187820188,1,5,25.0
187820189,1,5,50.0
187820190,1,5,500.0
187820191,1,10,100.0
187820192,1,100,2.0
187820193,1,3,300.0
187820194,1,3,150.0
187820195,1,3,250.0
187820196,1,3,100.0
187820197,1,5,50.0
187820198,4,4,12.0
187820198,2,2,22.0
187820198,5,5,11.0
187820198,6,6,10.0
187820198,3,3,15.0
187820198,7,7,9.0
187820198,9,9,7.0
187820198,8,8,8.0
187820198,21,25,3.0
187820198,1,1,40.0
187820198,11,15,5.0
187820198,10,10,6.0
187820198,16,20,4.0
187820199,16,27,2.0
187820199,10,15,3.0
187820199,7,9,4.0
187820199,5,6,5.0
187820199,4,4,6.0
187820199,3,3,8.0
187820199,2,2,10.0
187820199,1,1,12.0
187820200,8,10,2.0
187820200,11,15,1.5
187820200,4,4,4.5
187820200,5,5,3.0
187820200,1,1,10.0
187820200,3,3,6.0
187820200,6,7,2.5
187820200,2,2,8.0
187820201,4,5,2.0
187820201,3,3,3.0
187820201,6,8,1.5
187820201,2,2,4.0
187820201,1,1,5.0
187820201,15,26,0.75
187820201,9,14,1.0
187820201,27,55,0.5
187820202,1,5,100.0
187820203,1,5,200.0
187820204,1,6,30.0
187820205,1,10,2.0
187820206,1,3,50.0
187820207,1,1,175.0
187820208,1,1,175.0
187820209,1,1,120.0
187820210,1,1,50.0
187820211,1,1,50.0
187820212,1,10,50.0
187820213,1,10,20.0
187820214,1,10,20.0
187820215,1,10,20.0
187820216,1,10,20.0
187820217,1,10,6.0
187820218,1,10,6.0
187820219,1,10,6.0
187820220,1,3,100.0
187820221,1,10,50.0
187820222,1,10,10.0
187820223,1,10,10.0
187820224,1,10,10.0
187820225,1,10,10.0
187820226,1,10,2.0
187820227,1,10,2.0
187820228,1,10,2.0
187820229,1,10,2.0
187820230,1,10,2.0
187820231,1,10,2.0
187820232,1,10,2.0
187820233,1,10,2.0
187820234,1,10,2.0
187820235,1,10,2.0
187820236,1,10,2.0
187820237,1,10,2.0
187820238,1,10,2.0
187820239,1,10,2.0
187820240,1,10,2.0
187820241,1,10,2.0
187820242,1,10,2.0
187820243,1,10,6.0
187820244,1,10,6.0
187820245,1,10,6.0
187820246,1,10,10.0
187820248,1,10,10.0
187820249,1,10,20.0
187820250,1,10,20.0
187820251,1,1,30000.0
187820252,1,1,100.0
187820253,1,1,100.0
187820254,1,1,100.0
187820255,1,1,100.0
187820256,1,1,100.0
187820257,1,1,500.0
187820258,1,10,2.0
187820259,1,6,15.0
187820260,1,9,3.0
187820261,1,9,75.0
187820262,1,9,30.0
187820263,1,9,15.0
187820264,1,9,3.0
187820265,1,9,3.0
187820266,1,1,1000.0
187820267,6,8,1.5
187820267,15,26,0.75
187820267,27,55,0.5
187820267,2,2,4.0
187820267,1,1,5.0
187820267,4,5,2.0
187820267,3,3,3.0
187820267,9,14,1.0
187820268,1,3,20.0
187820269,1,5,50.0
187820270,1,5,50.0
187820271,1,5,50.0
187820272,1,5,50.0
187820273,1,27,2.0
187820274,1,27,2.0
187820275,1,54,6.0
187820276,1,54,10.0
187820277,1,27,6.0
187820278,1,27,10.0
187820279,1,17,50.0
187820280,1,27,20.0
187820281,1,54,2.0
187820282,1,5,50.0
187820283,1,5,50.0
187820284,1,5,50.0
187820285,1,10,10.0
187820286,1,10,2.0
187820287,1,10,2.0
187820288,1,10,2.0
187820289,1,10,6.0
187820290,1,10,20.0
187820291,1,5,5.0
187820292,1,1,175.0
187820293,1,1,50.0
187820294,1,1,100.0
187820295,1,27,2.0
187820296,1,54,2.0
187820297,1,27,10.0
187820298,1,6,75.0
187820299,1,5,5.0
187820300,1,5,5.0
187820301,1,5,5.0
187820302,1,5,15.0
187820303,3,4,8.0
187820303,5,6,6.0
187820303,2,2,10.0
187820303,1,1,14.0
187820303,7,8,4.0
187820303,9,10,3.0
187820303,19,22,1.5
187820303,15,18,2.0
187820303,11,14,2.5
187820304,1,5,100.0
187820305,1,5,50.0
187820306,1,1,15000.0
187820307,1,20,10.0
187820308,1,1,50.0
187820309,1,1,100.0
187820310,1,1,100.0
187820311,1,1,500.0
187820312,4,4,5.0
187820312,114,283,0.3
187820312,2,2,15.0
187820312,1,1,25.0
187820312,6,6,3.0
187820312,3,3,8.0
187820312,5,5,4.0
187820312,7,8,2.0
187820312,49,113,0.4
187820312,9,10,1.5
187820312,11,13,1.0
187820312,14,23,0.75
187820312,24,48,0.5
187820312,284,698,0.2
187820313,6,6,3.0
187820313,5,5,4.0
187820313,7,8,2.0
