draftable_id,draft_group_id,player_id,roster_slot_id,competition_id,name,team,position_name,salary,is_disabled,is_swappable
36943689,118416,1251666,475,6045547,Scottie Barnes,TOR,PG/SF,11400.0,False,True
36943690,118416,887914,475,6045547,Jalen Brunson,NYK,PG,10600.0,False,True
36943691,118416,1132031,475,6045547,RJ Barrett,TOR,SF/PF,10000.0,False,True
36943692,118416,844478,475,6045547,Jakob Poeltl,TOR,C,8800.0,False,True
36943693,118416,741892,475,6045547,Josh Hart,NYK,SF/PF,8400.0,False,True
36943694,118416,900535,475,6045547,OG Anunoby,NYK,SF/PF,7600.0,False,True
36943695,118416,846400,475,6045547,Mikal Bridges,NYK,SG/SF,7400.0,False,True
36943696,118416,514882,475,6045547,Kelly Olynyk,TOR,C,6600.0,False,True
36943697,118416,1416377,475,6045547,Gradey Dick,TOR,SG,6400.0,False,True
36943698,118416,1132831,475,6045547,Ochai Agbaji,TOR,SF/PF,5600.0,False,True
36943699,118416,1404902,475,6045547,Jonathan Mogbo,TOR,C,5000.0,False,True
36943700,118416,1175124,475,6045547,Precious Achiuwa,NYK,PF/C,4800.0,False,True
36943701,118416,1175084,475,6045547,Miles McBride,NYK,PG/SG,4400.0,False,True
36943702,118416,1076674,475,6045547,Bruno Fernando,TOR,C,4000.0,False,True
36943703,118416,901190,475,6045547,Chris Boucher,TOR,PF,3600.0,False,True
36943704,118416,1458461,475,6045547,Ja'Kobe Walter,TOR,SG,3400.0,False,True
36943705,118416,1061659,475,6045547,Davion Mitchell,TOR,PG/SG,2800.0,False,True
36943706,118416,1350535,475,6045547,Ariel Hukporti,NYK,C,2000.0,False,True
36943707,118416,1071933,475,6045547,Jericho Sims,NYK,C,1600.0,False,True
36943708,118416,1174935,475,6045547,Jamison Battle,TOR,SF,1200.0,False,True
36943709,118416,1176741,475,6045547,Jacob Toppin,NYK,SF/PF,1000.0,False,True
36943710,118416,1176113,475,6045547,Boo Buie,NYK,PG,1000.0,False,True
36943711,118416,1500956,475,6045547,Pacome Dadiet,NYK,SG/SF,1000.0,False,True
36943712,118416,880463,475,6045547,Matt Ryan,NYK,SG/SF,1000.0,False,True
36943713,118416,1232325,475,6045547,Tyler Kolek,NYK,PG,1000.0,False,True
36943714,118416,1517205,475,6045547,Ulrich Chomche,TOR,C,1000.0,False,True
36943715,118416,263903,475,6045547,Garrett Temple,TOR,SG,1000.0,False,True
36943716,118416,1231795,475,6045547,Jamal Shead,TOR,PG,1000.0,False,True
36943717,118416,837030,475,6045547,Karl-Anthony Towns,NYK,C,11200.0,False,True
36943718,118416,1134175,475,6045547,Immanuel Quickley,TOR,PG,8600.0,False,True
36943719,118416,941834,475,6045547,Bruce Brown,TOR,SG/SF,5800.0,False,True
36943720,118416,1076265,475,6045547,Mitchell Robinson,NYK,C,3800.0,False,True
36943721,118416,792338,475,6045547,Cameron Payne,NYK,PG/SG,3200.0,False,True
36943722,118416,1156809,475,6045547,Kevin McCullar Jr.,NYK,SF,1000.0,False,True
36943723,118416,1176224,475,6045547,D.J. Carton,TOR,PG,1000.0,False,True
36943724,118416,1251666,476,6045547,Scottie Barnes,TOR,PG/SF,17100.0,False,True
36943725,118416,887914,476,6045547,Jalen Brunson,NYK,PG,15900.0,False,True
36943726,118416,1132031,476,6045547,RJ Barrett,TOR,SF/PF,15000.0,False,True
36943727,118416,844478,476,6045547,Jakob Poeltl,TOR,C,13200.0,False,True
36943728,118416,741892,476,6045547,Josh Hart,NYK,SF/PF,12600.0,False,True
36943729,118416,900535,476,6045547,OG Anunoby,NYK,SF/PF,11400.0,False,True
36943730,118416,846400,476,6045547,Mikal Bridges,NYK,SG/SF,11100.0,False,True
36943731,118416,514882,476,6045547,Kelly Olynyk,TOR,C,9900.0,False,True
36943732,118416,1416377,476,6045547,Gradey Dick,TOR,SG,9600.0,False,True
36943733,118416,1132831,476,6045547,Ochai Agbaji,TOR,SF/PF,8400.0,False,True
36943734,118416,1404902,476,6045547,Jonathan Mogbo,TOR,C,7500.0,False,True
36943735,118416,1175124,476,6045547,Precious Achiuwa,NYK,PF/C,7200.0,False,True
36943736,118416,1175084,476,6045547,Miles McBride,NYK,PG/SG,6600.0,False,True
36943737,118416,1076674,476,6045547,Bruno Fernando,TOR,C,6000.0,False,True
36943738,118416,901190,476,6045547,Chris Boucher,TOR,PF,5400.0,False,True
36943739,118416,1458461,476,6045547,Ja'Kobe Walter,TOR,SG,5100.0,False,True
36943740,118416,1061659,476,6045547,Davion Mitchell,TOR,PG/SG,4200.0,False,True
36943741,118416,1350535,476,6045547,Ariel Hukporti,NYK,C,3000.0,False,True
36943742,118416,1071933,476,6045547,Jericho Sims,NYK,C,2400.0,False,True
36943743,118416,1174935,476,6045547,Jamison Battle,TOR,SF,1800.0,False,True
36943744,118416,1176741,476,6045547,Jacob Toppin,NYK,SF/PF,1500.0,False,True
36943745,118416,1176113,476,6045547,Boo Buie,NYK,PG,1500.0,False,True
36943746,118416,1500956,476,6045547,Pacome Dadiet,NYK,SG/SF,1500.0,False,True
36943747,118416,880463,476,6045547,Matt Ryan,NYK,SG/SF,1500.0,False,True
36943748,118416,1232325,476,6045547,Tyler Kolek,NYK,PG,1500.0,False,True
36943749,118416,1517205,476,6045547,Ulrich Chomche,TOR,C,1500.0,False,True
36943750,118416,263903,476,6045547,Garrett Temple,TOR,SG,1500.0,False,True
36943751,118416,1231795,476,6045547,Jamal Shead,TOR,PG,1500.0,False,True
36943752,118416,837030,476,6045547,Karl-Anthony Towns,NYK,C,16800.0,False,True
36943753,118416,1134175,476,6045547,Immanuel Quickley,TOR,PG,12900.0,False,True
36943754,118416,941834,476,6045547,Bruce Brown,TOR,SG/SF,8700.0,False,True
36943755,118416,1076265,476,6045547,Mitchell Robinson,NYK,C,5700.0,False,True
36943756,118416,792338,476,6045547,Cameron Payne,NYK,PG/SG,4800.0,False,True
36943757,118416,1156809,476,6045547,Kevin McCullar Jr.,NYK,SF,1500.0,False,True
36943758,118416,1176224,476,6045547,D.J. Carton,TOR,PG,1500.0,False,True
36943759,118418,1251666,570,6045548,Scottie Barnes,TOR,PG/SF,11400.0,False,True
36943760,118418,887914,570,6045548,Jalen Brunson,NYK,PG,10600.0,False,True
36943761,118418,1132031,570,6045548,RJ Barrett,TOR,SF/PF,10000.0,False,True
36943762,118418,844478,570,6045548,Jakob Poeltl,TOR,C,8800.0,False,True
36943763,118418,741892,570,6045548,Josh Hart,NYK,SF/PF,8400.0,False,True
36943764,118418,900535,570,6045548,OG Anunoby,NYK,SF/PF,7600.0,False,True
36943765,118418,846400,570,6045548,Mikal Bridges,NYK,SG/SF,7400.0,False,True
36943766,118418,514882,570,6045548,Kelly Olynyk,TOR,C,6600.0,False,True
36943767,118418,1416377,570,6045548,Gradey Dick,TOR,SG,6400.0,False,True
36943768,118418,1132831,570,6045548,Ochai Agbaji,TOR,SF/PF,5600.0,False,True
36943769,118418,1404902,570,6045548,Jonathan Mogbo,TOR,C,5000.0,False,True
36943770,118418,1175124,570,6045548,Precious Achiuwa,NYK,PF/C,4800.0,False,True
36943771,118418,1175084,570,6045548,Miles McBride,NYK,PG/SG,4400.0,False,True
36943772,118418,1076674,570,6045548,Bruno Fernando,TOR,C,4000.0,False,True
36943773,118418,901190,570,6045548,Chris Boucher,TOR,PF,3600.0,False,True
36943774,118418,1458461,570,6045548,Ja'Kobe Walter,TOR,SG,3400.0,False,True
36943775,118418,1061659,570,6045548,Davion Mitchell,TOR,PG/SG,2800.0,False,True
36943776,118418,1350535,570,6045548,Ariel Hukporti,NYK,C,2000.0,False,True
36943777,118418,1071933,570,6045548,Jericho Sims,NYK,C,1600.0,False,True
36943778,118418,1174935,570,6045548,Jamison Battle,TOR,SF,1200.0,False,True
36943779,118418,1176741,570,6045548,Jacob Toppin,NYK,SF/PF,1000.0,False,True
36943780,118418,1176113,570,6045548,Boo Buie,NYK,PG,1000.0,False,True
36943781,118418,1500956,570,6045548,Pacome Dadiet,NYK,SG/SF,1000.0,False,True
36943782,118418,880463,570,6045548,Matt Ryan,NYK,SG/SF,1000.0,False,True
36943783,118418,1232325,570,6045548,Tyler Kolek,NYK,PG,1000.0,False,True
36943784,118418,1517205,570,6045548,Ulrich Chomche,TOR,C,1000.0,False,True
36943785,118418,263903,570,6045548,Garrett Temple,TOR,SG,1000.0,False,True
36943786,118418,1231795,570,6045548,Jamal Shead,TOR,PG,1000.0,False,True
36943787,118418,837030,570,6045548,Karl-Anthony Towns,NYK,C,11200.0,False,True
36943788,118418,1134175,570,6045548,Immanuel Quickley,TOR,PG,8600.0,False,True
36943789,118418,941834,570,6045548,Bruce Brown,TOR,SG/SF,5800.0,False,True
36943790,118418,1076265,570,6045548,Mitchell Robinson,NYK,C,3800.0,False,True
36943791,118418,792338,570,6045548,Cameron Payne,NYK,PG/SG,3200.0,False,True
36943792,118418,1156809,570,6045548,Kevin McCullar Jr.,NYK,SF,1000.0,False,True
36943793,118418,1176224,570,6045548,D.J. Carton,TOR,PG,1000.0,False,True
36943794,118418,1251666,569,6045548,Scottie Barnes,TOR,PG/SF,17100.0,False,True
36943795,118418,887914,569,6045548,Jalen Brunson,NYK,PG,15900.0,False,True
36943796,118418,1132031,569,6045548,RJ Barrett,TOR,SF/PF,15000.0,False,True
36943797,118418,844478,569,6045548,Jakob Poeltl,TOR,C,13200.0,False,True
36943798,118418,741892,569,6045548,Josh Hart,NYK,SF/PF,12600.0,False,True
36943799,118418,900535,569,6045548,OG Anunoby,NYK,SF/PF,11400.0,False,True
36943800,118418,846400,569,6045548,Mikal Bridges,NYK,SG/SF,11100.0,False,True
36943801,118418,514882,569,6045548,Kelly Olynyk,TOR,C,9900.0,False,True
36943802,118418,1416377,569,6045548,Gradey Dick,TOR,SG,9600.0,False,True
36943803,118418,1132831,569,6045548,Ochai Agbaji,TOR,SF/PF,8400.0,False,True
36943804,118418,1404902,569,6045548,Jonathan Mogbo,TOR,C,7500.0,False,True
36943805,118418,1175124,569,6045548,Precious Achiuwa,NYK,PF/C,7200.0,False,True
36943806,118418,1175084,569,6045548,Miles McBride,NYK,PG/SG,6600.0,False,True
36943807,118418,1076674,569,6045548,Bruno Fernando,TOR,C,6000.0,False,True
36943808,118418,901190,569,6045548,Chris Boucher,TOR,PF,5400.0,False,True
36943809,118418,1458461,569,6045548,Ja'Kobe Walter,TOR,SG,5100.0,False,True
36943810,118418,1061659,569,6045548,Davion Mitchell,TOR,PG/SG,4200.0,False,True
36943811,118418,1350535,569,6045548,Ariel Hukporti,NYK,C,3000.0,False,True
36943812,118418,1071933,569,6045548,Jericho Sims,NYK,C,2400.0,False,True
36943813,118418,1174935,569,6045548,Jamison Battle,TOR,SF,1800.0,False,True
36943814,118418,1176741,569,6045548,Jacob Toppin,NYK,SF/PF,1500.0,False,True
36943815,118418,1176113,569,6045548,Boo Buie,NYK,PG,1500.0,False,True
36943816,118418,1500956,569,6045548,Pacome Dadiet,NYK,SG/SF,1500.0,False,True
36943817,118418,880463,569,6045548,Matt Ryan,NYK,SG/SF,1500.0,False,True
36943818,118418,1232325,569,6045548,Tyler Kolek,NYK,PG,1500.0,False,True
36943819,118418,1517205,569,6045548,Ulrich Chomche,TOR,C,1500.0,False,True
36943820,118418,263903,569,6045548,Garrett Temple,TOR,SG,1500.0,False,True
36943821,118418,1231795,569,6045548,Jamal Shead,TOR,PG,1500.0,False,True
36943822,118418,837030,569,6045548,Karl-Anthony Towns,NYK,C,16800.0,False,True
36943823,118418,1134175,569,6045548,Immanuel Quickley,TOR,PG,12900.0,False,True
36943824,118418,941834,569,6045548,Bruce Brown,TOR,SG/SF,8700.0,False,True
36943825,118418,1076265,569,6045548,Mitchell Robinson,NYK,C,5700.0,False,True
36943826,118418,792338,569,6045548,Cameron Payne,NYK,PG/SG,4800.0,False,True
36943827,118418,1156809,569,6045548,Kevin McCullar Jr.,NYK,SF,1500.0,False,True
36943828,118418,1176224,569,6045548,D.J. Carton,TOR,PG,1500.0,False,True
36943829,118417,1251666,465,6045547,Scottie Barnes,TOR,PG,,False,False
36943830,118417,1251666,636,6045547,Scottie Barnes,TOR,PG,,False,False
36943831,118417,837030,465,6045547,Karl-Anthony Towns,NYK,C,,False,False
36943832,118417,837030,636,6045547,Karl-Anthony Towns,NYK,C,,False,False
36943833,118417,887914,465,6045547,Jalen Brunson,NYK,PG,,False,False
36943834,118417,887914,636,6045547,Jalen Brunson,NYK,PG,,False,False
36943835,118417,1132031,465,6045547,RJ Barrett,TOR,SF,,False,False
36943836,118417,1132031,636,6045547,RJ Barrett,TOR,SF,,False,False
36943837,118417,844478,465,6045547,Jakob Poeltl,TOR,C,,False,False
36943838,118417,844478,636,6045547,Jakob Poeltl,TOR,C,,False,False
36943839,118417,1134175,465,6045547,Immanuel Quickley,TOR,PG,,False,False
36943840,118417,1134175,636,6045547,Immanuel Quickley,TOR,PG,,False,False
36943841,118417,741892,465,6045547,Josh Hart,NYK,SF,,False,False
36943842,118417,741892,636,6045547,Josh Hart,NYK,SF,,False,False
36943843,118417,900535,465,6045547,OG Anunoby,NYK,PF,,False,False
36943844,118417,900535,636,6045547,OG Anunoby,NYK,PF,,False,False
36943845,118417,846400,465,6045547,Mikal Bridges,NYK,SG,,False,False
36943846,118417,846400,636,6045547,Mikal Bridges,NYK,SG,,False,False
36943847,118417,514882,465,6045547,Kelly Olynyk,TOR,C,,False,False
36943848,118417,514882,636,6045547,Kelly Olynyk,TOR,C,,False,False
36943849,118417,1416377,465,6045547,Gradey Dick,TOR,SG,,False,False
36943850,118417,1416377,636,6045547,Gradey Dick,TOR,SG,,False,False
36943851,118417,941834,465,6045547,Bruce Brown,TOR,SF,,False,False
36943852,118417,941834,636,6045547,Bruce Brown,TOR,SF,,False,False
36943853,118417,1132831,465,6045547,Ochai Agbaji,TOR,PF,,False,False
36943854,118417,1132831,636,6045547,Ochai Agbaji,TOR,PF,,False,False
36943855,118417,1404902,465,6045547,Jonathan Mogbo,TOR,C,,False,False
36943856,118417,1404902,636,6045547,Jonathan Mogbo,TOR,C,,False,False
