draftable_id,draft_group_id,player_id,roster_slot_id,competition_id,name,team,position_name,salary,is_disabled,is_swappable
31860280,98228,603096,461,5961074,Anthony Davis,LAL,PF/C,10700.0,False,True
31860281,98228,603096,462,5961074,Anthony Davis,LAL,PF/C,10700.0,False,True
31860282,98228,603096,463,5961074,Anthony Davis,LAL,PF/C,10700.0,False,True
31860283,98228,603096,465,5961074,Anthony Davis,LAL,PF/C,10700.0,False,True
31860284,98228,214152,460,5961074,LeBron James,LAL,SF/PF,10500.0,False,True
31860285,98228,214152,461,5961074,LeBron James,LAL,SF/PF,10500.0,False,True
31860286,98228,214152,463,5961074,LeBron James,LAL,SF/PF,10500.0,False,True
31860287,98228,214152,465,5961074,LeBron James,LAL,SF/PF,10500.0,False,True
31860288,98228,1175367,459,5961074,Anthony Edwards,MIN,SG,8900.0,False,True
31860289,98228,1175367,464,5961074,Anthony Edwards,MIN,SG,8900.0,False,True
31860290,98228,1175367,465,5961074,Anthony Edwards,MIN,SG,8900.0,False,True
31860291,98228,837030,461,5961074,Karl-Anthony Towns,MIN,PF/C,8700.0,False,True
31860292,98228,837030,462,5961074,Karl-Anthony Towns,MIN,PF/C,8700.0,False,True
31860293,98228,837030,463,5961074,Karl-Anthony Towns,MIN,PF/C,8700.0,False,True
31860294,98228,837030,465,5961074,Karl-Anthony Towns,MIN,PF/C,8700.0,False,True
31860295,98228,844476,461,5957774,Kyle Kuzma,WAS,PF,8500.0,False,True
31860296,98228,844476,463,5957774,Kyle Kuzma,WAS,PF,8500.0,False,True
31860297,98228,844476,465,5957774,Kyle Kuzma,WAS,PF,8500.0,False,True
31860298,98228,953291,459,5961074,Austin Reaves,LAL,SG/SF,8200.0,False,True
31860299,98228,953291,460,5961074,Austin Reaves,LAL,SG/SF,8200.0,False,True
31860300,98228,953291,464,5961074,Austin Reaves,LAL,SG/SF,8200.0,False,True
31860301,98228,953291,463,5961074,Austin Reaves,LAL,SG/SF,8200.0,False,True
31860302,98228,953291,465,5961074,Austin Reaves,LAL,SG/SF,8200.0,False,True
31860303,98228,1121307,458,5957774,Anfernee Simons,POR,PG/SG,7800.0,False,True
31860304,98228,1121307,459,5957774,Anfernee Simons,POR,PG/SG,7800.0,False,True
31860305,98228,1121307,464,5957774,Anfernee Simons,POR,PG/SG,7800.0,False,True
31860306,98228,1121307,465,5957774,Anfernee Simons,POR,PG/SG,7800.0,False,True
31860307,98228,844038,458,5961074,D'Angelo Russell,LAL,PG,7500.0,False,True
31860308,98228,844038,464,5961074,D'Angelo Russell,LAL,PG,7500.0,False,True
31860309,98228,844038,465,5961074,D'Angelo Russell,LAL,PG,7500.0,False,True
31860310,98228,699826,461,5957774,Jerami Grant,POR,PF,7200.0,False,True
31860311,98228,699826,463,5957774,Jerami Grant,POR,PF,7200.0,False,True
31860312,98228,699826,465,5957774,Jerami Grant,POR,PF,7200.0,False,True
31860313,98228,739960,462,5961074,Rudy Gobert,MIN,C,7200.0,False,True
31860314,98228,739960,465,5961074,Rudy Gobert,MIN,C,7200.0,False,True
31860315,98228,1371494,459,5957774,Shaedon Sharpe,POR,SG/SF,6900.0,False,True
31860316,98228,1371494,460,5957774,Shaedon Sharpe,POR,SG/SF,6900.0,False,True
31860317,98228,1371494,464,5957774,Shaedon Sharpe,POR,SG/SF,6900.0,False,True
31860318,98228,1371494,463,5957774,Shaedon Sharpe,POR,SG/SF,6900.0,False,True
31860319,98228,1371494,465,5957774,Shaedon Sharpe,POR,SG/SF,6900.0,False,True
31860320,98228,1067671,458,5957774,Jordan Poole,WAS,PG/SG,6900.0,False,True
31860321,98228,1067671,459,5957774,Jordan Poole,WAS,PG/SG,6900.0,False,True
31860322,98228,1067671,464,5957774,Jordan Poole,WAS,PG/SG,6900.0,False,True
31860323,98228,1067671,465,5957774,Jordan Poole,WAS,PG/SG,6900.0,False,True
31860324,98228,601146,458,5957774,Malcolm Brogdon,POR,PG/SG,6800.0,False,True
31860325,98228,601146,459,5957774,Malcolm Brogdon,POR,PG/SG,6800.0,False,True
31860326,98228,601146,464,5957774,Malcolm Brogdon,POR,PG/SG,6800.0,False,True
31860327,98228,601146,465,5957774,Malcolm Brogdon,POR,PG/SG,6800.0,False,True
31860328,98228,1061507,462,5957774,Deandre Ayton,POR,C,6700.0,False,True
31860329,98228,1061507,465,5957774,Deandre Ayton,POR,C,6700.0,False,True
