draftable_id,draft_group_id,player_id,roster_slot_id,competition_id,name,team,position_name,salary,is_disabled,is_swappable
27764024,86718,937647,475,5938031,Jayson Tatum,BOS,SF/PF,11400.0,False,True
27764025,86718,794508,475,5938031,Joel Embiid,PHI,C,11000.0,False,True
27764026,86718,395388,475,5938031,James Harden,PHI,PG,10200.0,False,True
27764027,86718,883436,475,5938031,Jaylen Brown,BOS,SG/SF,9000.0,False,True
27764028,86718,1186160,475,5938031,Tyrese Maxey,PHI,PG/SG,7800.0,False,True
27764029,86718,552523,475,5938031,Tobias Harris,PHI,SF/PF,7200.0,False,True
27764030,86718,1076238,475,5938031,Paul Reed,PHI,C,7000.0,False,True
27764031,86718,697132,475,5938031,Marcus Smart,BOS,PG,6400.0,False,True
27764032,86718,280587,475,5938031,Al Horford,BOS,PF/C,6200.0,False,True
27764033,86718,796009,475,5938031,Derrick White,BOS,PG/SG,6000.0,False,True
27764034,86718,601146,475,5938031,Malcolm Brogdon,BOS,PG,5800.0,False,True
27764035,86718,946801,475,5938031,De'Anthony Melton,PHI,SG/SF,5400.0,False,True
27764036,86718,954390,475,5938031,Robert Williams,BOS,C,5000.0,False,True
27764037,86718,229602,475,5938031,P.J. Tucker,PHI,PF,3800.0,False,True
27764038,86718,949273,475,5938031,Grant Williams,BOS,SF/PF,3200.0,False,True
27764039,86718,953063,475,5938031,Jalen McDaniels,PHI,SF/PF,2200.0,False,True
27764040,86718,679381,475,5938031,Georges Niang,PHI,PF,1600.0,False,True
27764041,86718,922378,475,5938031,Sam Hauser,BOS,SG/SF,1200.0,False,True
27764042,86718,698651,475,5938031,Montrezl Harrell,PHI,C,1000.0,False,True
27764043,86718,606642,475,5938031,Dewayne Dedmon,PHI,C,1000.0,False,True
27764044,86718,1134732,475,5938031,Louis King,PHI,PF,1000.0,False,True
27764045,86718,1134626,475,5938031,Mac McClung,PHI,PG,1000.0,False,True
27764046,86718,1323515,475,5938031,JD Davison,BOS,PG,1000.0,False,True
27764047,86718,1175260,475,5938031,Justin Champagnie,BOS,SF/PF,1000.0,False,True
27764048,86718,941357,475,5938031,Mfiondu Kabengele,BOS,C,1000.0,False,True
27764049,86718,879492,475,5938031,Shake Milton,PHI,PG/SG,1000.0,False,True
27764050,86718,692110,475,5938031,Danuel House Jr.,PHI,SF,1000.0,False,True
27764051,86718,399725,475,5938031,Blake Griffin,BOS,C,1000.0,False,True
27764052,86718,945610,475,5938031,Payton Pritchard,BOS,PG/SG,1000.0,False,True
27764053,86718,520388,475,5938031,Mike Muscala,BOS,C,1000.0,False,True
27764054,86718,745923,475,5938031,Luke Kornet,BOS,PF/C,1000.0,False,True
27764055,86718,920092,475,5938031,Furkan Korkmaz,PHI,SG,1000.0,False,True
27764056,86718,1231665,475,5938031,Jaden Springer,PHI,SG,1000.0,False,True
27764057,86718,456448,475,5938031,Danilo Gallinari,BOS,SF,1000.0,False,True
27764058,86718,937647,476,5938031,Jayson Tatum,BOS,SF/PF,17100.0,False,True
27764059,86718,794508,476,5938031,Joel Embiid,PHI,C,16500.0,False,True
27764060,86718,395388,476,5938031,James Harden,PHI,PG,15300.0,False,True
27764061,86718,883436,476,5938031,Jaylen Brown,BOS,SG/SF,13500.0,False,True
27764062,86718,1186160,476,5938031,Tyrese Maxey,PHI,PG/SG,11700.0,False,True
27764063,86718,552523,476,5938031,Tobias Harris,PHI,SF/PF,10800.0,False,True
27764064,86718,1076238,476,5938031,Paul Reed,PHI,C,10500.0,False,True
27764065,86718,697132,476,5938031,Marcus Smart,BOS,PG,9600.0,False,True
27764066,86718,280587,476,5938031,Al Horford,BOS,PF/C,9300.0,False,True
27764067,86718,796009,476,5938031,Derrick White,BOS,PG/SG,9000.0,False,True
27764068,86718,601146,476,5938031,Malcolm Brogdon,BOS,PG,8700.0,False,True
27764069,86718,946801,476,5938031,De'Anthony Melton,PHI,SG/SF,8100.0,False,True
27764070,86718,954390,476,5938031,Robert Williams,BOS,C,7500.0,False,True
27764071,86718,229602,476,5938031,P.J. Tucker,PHI,PF,5700.0,False,True
27764072,86718,949273,476,5938031,Grant Williams,BOS,SF/PF,4800.0,False,True
27764073,86718,953063,476,5938031,Jalen McDaniels,PHI,SF/PF,3300.0,False,True
27764074,86718,679381,476,5938031,Georges Niang,PHI,PF,2400.0,False,True
27764075,86718,922378,476,5938031,Sam Hauser,BOS,SG/SF,1800.0,False,True
27764076,86718,698651,476,5938031,Montrezl Harrell,PHI,C,1500.0,False,True
27764077,86718,606642,476,5938031,Dewayne Dedmon,PHI,C,1500.0,False,True
27764078,86718,1134732,476,5938031,Louis King,PHI,PF,1500.0,False,True
27764079,86718,1134626,476,5938031,Mac McClung,PHI,PG,1500.0,False,True
27764080,86718,1323515,476,5938031,JD Davison,BOS,PG,1500.0,False,True
27764081,86718,1175260,476,5938031,Justin Champagnie,BOS,SF/PF,1500.0,False,True
27764082,86718,941357,476,5938031,Mfiondu Kabengele,BOS,C,1500.0,False,True
27764083,86718,879492,476,5938031,Shake Milton,PHI,PG/SG,1500.0,False,True
27764084,86718,692110,476,5938031,Danuel House Jr.,PHI,SF,1500.0,False,True
27764085,86718,399725,476,5938031,Blake Griffin,BOS,C,1500.0,False,True
27764086,86718,945610,476,5938031,Payton Pritchard,BOS,PG/SG,1500.0,False,True
27764087,86718,520388,476,5938031,Mike Muscala,BOS,C,1500.0,False,True
27764088,86718,745923,476,5938031,Luke Kornet,BOS,PF/C,1500.0,False,True
27764089,86718,920092,476,5938031,Furkan Korkmaz,PHI,SG,1500.0,False,True
27764090,86718,1231665,476,5938031,Jaden Springer,PHI,SG,1500.0,False,True
27764091,86718,456448,476,5938031,Danilo Gallinari,BOS,SF,1500.0,False,True
