Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,94.44%,28.0
Devonte' Graham,PG,83.33%,39.0
Jalen Green,PG,77.78%,19.0
Bam Adebayo,C,66.67%,57.75
Jimmy Butler,SF,55.56%,44.25
Tari Eason,SF,55.56%,38.25
Zach Collins,C,50.00%,39.0
Tre Jones,PG,44.44%,19.75
Alperen Sengun,C,44.44%,36.5
Dejounte Murray,PG,38.89%,23.75
Trae Young,PG,33.33%,35.5
Jabari Smith Jr.,PF,33.33%,17.0
Tyler Herro,PG,27.78%,34.5
KJ Martin,SF,22.22%,34.75
De'Andre Hunter,PF,16.67%,25.75
Onyeka Okongwu,C,11.11%,21.0
Clint Capela,UTIL,5.56%,37.75
Bogdan Bogdanovic,SG,5.56%,18.0
Caleb Martin,SF,5.56%,24.25
Keita Bates-Diop,SF,5.56%,30.25
Duncan Robinson,F,5.56%,0.0
Kevin Porter Jr.,PG,5.56%,28.0
Jalen Johnson,F,5.56%,13.0
Blake Wesley,UTIL,5.56%,6.5
