Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,80.00%,32.25
Keegan Murray,SF,80.00%,6.25
Joel Embiid,C,70.00%,56.0
James Harden,PG,60.00%,69.25
Harrison Barnes,SF,60.00%,27.0
Tobias Harris,SF,40.00%,6.0
Kyle Anderson,SF,40.00%,47.25
De'Aaron Fox,PG,40.00%,38.5
Jaden McDaniels,SF,40.00%,31.5
Taurean Prince,SF,30.00%,10.0
Rudy Gobert,C,30.00%,35.5
Kevin Huerter,SG,30.00%,39.0
De'Anthony Melton,SG,30.00%,9.0
Naz Reid,PF,30.00%,17.5
Khris Middleton,F,20.00%,14.25
Trey Lyles,PF,20.00%,30.0
Malik Monk,SG,20.00%,16.75
Anthony Edwards,SG,20.00%,43.0
Mike Conley,G,10.00%,34.25
Brook Lopez,UTIL,10.00%,42.5
Jrue Holiday,PG,10.00%,54.0
Pat Connaughton,SF,10.00%,3.5
Grayson Allen,G,10.00%,31.25
Davion Mitchell,G,10.00%,3.5
