Player,Roster Position,%Drafted,FPTS
Tari Eason,SF,77.27%,38.25
Devonte' Graham,PG,72.73%,39.0
Jeremy Sochan,PF,59.09%,28.0
Jalen Green,PG,50.00%,19.0
Hamidou Diallo,SG,50.00%,26.75
Joel Embiid,C,40.91%,56.0
Giannis Antetokounmpo,PF,36.36%,58.25
Anthony Edwards,G,36.36%,43.0
Marvin Bagley III,PF,27.27%,48.25
Zach Collins,C,22.73%,39.0
Tyrese Maxey,PG,22.73%,32.25
Keegan Murray,SF,22.73%,6.25
Caris LeVert,SG,22.73%,20.5
James Harden,G,18.18%,69.25
De'Aaron Fox,PG,18.18%,38.5
Tre Jones,PG,18.18%,19.75
Bam Adebayo,C,13.64%,57.75
Evan Mobley,PF,13.64%,48.75
Tyler Herro,PG,13.64%,34.5
Jarrett Allen,C,13.64%,24.75
Trey Lyles,C,13.64%,30.0
Romeo Langford,SG,13.64%,7.25
Domantas Sabonis,C,9.09%,51.0
Trae Young,G,9.09%,35.5
Dejounte Murray,PG,9.09%,23.75
Rudy Gobert,C,9.09%,35.5
Jaden Ivey,PG,9.09%,16.0
Jabari Smith Jr.,PF,9.09%,17.0
Killian Hayes,PG,9.09%,16.5
Harrison Barnes,PF,9.09%,27.0
De'Anthony Melton,SF,9.09%,9.0
Charles Bassey,C,9.09%,28.5
Blake Wesley,PG,9.09%,6.5
Keita Bates-Diop,SF,4.55%,30.25
De'Andre Hunter,PF,4.55%,25.75
Victor Oladipo,G,4.55%,12.5
Nickeil Alexander-Walker,UTIL,4.55%,33.25
Cory Joseph,PG,4.55%,17.0
