Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,86.96%,39.0
Jalen Green,PG,82.61%,19.0
Jeremy Sochan,PF,82.61%,28.0
Joel Embiid,C,69.57%,56.0
Tari Eason,SF,65.22%,38.25
Marvin Bagley III,PF,60.87%,48.25
Tre Jones,PG,52.17%,19.75
Bam Adebayo,C,39.13%,57.75
Hamidou Diallo,SG,34.78%,26.75
Tyrese Maxey,PG,21.74%,32.25
Evan Mobley,PF,17.39%,48.75
James Harden,PG,13.04%,69.25
De'Aaron Fox,PG,13.04%,38.5
Tyler Herro,PG,13.04%,34.5
Keegan Murray,PF,13.04%,6.25
Giannis Antetokounmpo,PF,8.70%,58.25
Anthony Edwards,SF,8.70%,43.0
Rudy Gobert,C,8.70%,35.5
Zach Collins,C,8.70%,39.0
Killian Hayes,PG,8.70%,16.5
Tobias Harris,SF,8.70%,6.0
Jaden McDaniels,PF,8.70%,31.5
John Collins,F,8.70%,3.75
Domantas Sabonis,UTIL,4.35%,51.0
Jimmy Butler,SF,4.35%,44.25
Dejounte Murray,SG,4.35%,23.75
Alperen Sengun,C,4.35%,36.5
Jarrett Allen,C,4.35%,24.75
Mike Conley,PG,4.35%,34.25
KJ Martin,SF,4.35%,34.75
Jaden Ivey,PG,4.35%,16.0
Kyle Anderson,SF,4.35%,47.25
Keita Bates-Diop,F,4.35%,30.25
James Wiseman,C,4.35%,19.75
Harrison Barnes,SF,4.35%,27.0
Naz Reid,C,4.35%,17.5
De'Anthony Melton,SF,4.35%,9.0
Charles Bassey,C,4.35%,28.5
