Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,86.96%,51.0
De'Aaron Fox,UTIL,73.91%,38.5
Anthony Edwards,UTIL,60.87%,43.0
Keegan Murray,UTIL,56.52%,6.25
Taurean Prince,UTIL,56.52%,10.0
Harrison Barnes,UTIL,39.13%,27.0
Rudy Gobert,UTIL,34.78%,35.5
Kyle Anderson,UTIL,34.78%,47.25
Trey Lyles,UTIL,34.78%,30.0
Jaden McDaniels,UTIL,30.43%,31.5
Mike Conley,UTIL,21.74%,34.25
Kevin Huerter,UTIL,13.04%,39.0
Malik Monk,UTIL,8.70%,16.75
Davion Mitchell,UTIL,8.70%,3.5
Jordan McLaughlin,UTIL,8.70%,8.25
Luka Garza,UTIL,8.70%,0.0
Naz Reid,CPT,8.70%,26.25
Terence Davis,UTIL,4.35%,5.25
Nickeil Alexander-Walker,UTIL,4.35%,33.25
Chimezie Metu,UTIL,4.35%,8.5
