Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,82.35%,32.25
James Harden,PG,64.71%,69.25
Harrison Barnes,PF,52.94%,27.0
Keegan Murray,SF,52.94%,6.25
Jaden McDaniels,SF,47.06%,31.5
Kyle Anderson,SF,41.18%,47.25
Joel Embiid,C,41.18%,56.0
Kevin Huerter,SG,35.29%,39.0
De'Anthony Melton,SG,29.41%,9.0
De'Aaron Fox,PG,29.41%,38.5
Tobias Harris,SF,23.53%,6.0
Taurean Prince,SF,23.53%,10.0
Giannis Antetokounmpo,PF,23.53%,58.25
Rudy Gobert,C,23.53%,35.5
Trey Lyles,PF,23.53%,30.0
Grayson Allen,SG,17.65%,31.25
Malik Monk,SG,17.65%,16.75
Anthony Edwards,SG,17.65%,43.0
Jae Crowder,SF,11.76%,4.75
Domantas Sabonis,C,11.76%,51.0
Davion Mitchell,UTIL,11.76%,3.5
Naz Reid,C,11.76%,17.5
P.J. Tucker,F,5.88%,8.0
Mike Conley,G,5.88%,34.25
Brook Lopez,C,5.88%,42.5
Jrue Holiday,PG,5.88%,54.0
Khris Middleton,F,5.88%,14.25
Pat Connaughton,F,5.88%,3.5
Montrezl Harrell,C,5.88%,0.0
Bobby Portis,UTIL,5.88%,13.75
Shake Milton,UTIL,5.88%,4.75
Nickeil Alexander-Walker,G,5.88%,33.25
