Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,100.00%,28.0
Devonte' Graham,PG,94.74%,39.0
Joel Embiid,C,84.21%,56.0
Tari Eason,SF,84.21%,38.25
Jalen Green,PG,78.95%,19.0
Marvin Bagley III,PF,68.42%,48.25
Tre Jones,PG,63.16%,19.75
Bam Adebayo,C,36.84%,57.75
Tyler Herro,PG,21.05%,34.5
Zach Collins,C,21.05%,39.0
Tyrese Maxey,G,21.05%,32.25
Evan Mobley,PF,15.79%,48.75
Hamidou Diallo,SF,15.79%,26.75
James Harden,PG,10.53%,69.25
Alperen Sengun,C,10.53%,36.5
Harrison Barnes,SF,10.53%,27.0
Giannis Antetokounmpo,UTIL,5.26%,58.25
Anthony Edwards,G,5.26%,43.0
Jimmy Butler,F,5.26%,44.25
Jrue Holiday,PG,5.26%,54.0
Jarrett Allen,C,5.26%,24.75
Khris Middleton,SF,5.26%,14.25
Mike Conley,G,5.26%,34.25
Kyle Anderson,F,5.26%,47.25
Tobias Harris,PF,5.26%,6.0
John Collins,UTIL,5.26%,3.75
Naz Reid,C,5.26%,17.5
Romeo Langford,SG,5.26%,7.25
