Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,100.00%,58.25
James Harden,UTIL,86.96%,69.25
Joel Embiid,UTIL,82.61%,56.0
Tyrese Maxey,UTIL,73.91%,32.25
Jalen McDaniels,UTIL,60.87%,11.0
P.J. Tucker,UTIL,52.17%,8.0
De'Anthony Melton,UTIL,21.74%,9.0
Grayson Allen,UTIL,17.39%,31.25
Jrue Holiday,UTIL,13.04%,54.0
Tobias Harris,UTIL,13.04%,6.0
Joe Ingles,UTIL,13.04%,12.25
Georges Niang,UTIL,13.04%,21.75
Brook Lopez,UTIL,8.70%,42.5
Khris Middleton,UTIL,8.70%,14.25
Jae Crowder,UTIL,8.70%,4.75
Paul Reed,UTIL,8.70%,12.5
Pat Connaughton,UTIL,4.35%,3.5
Jevon Carter,UTIL,4.35%,11.25
Dewayne Dedmon,UTIL,4.35%,0.0
Bobby Portis,CPT,4.35%,20.62
