Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,95.65%,51.0
Keegan Murray,UTIL,82.61%,6.25
Kyle Anderson,UTIL,69.57%,47.25
Taurean Prince,UTIL,69.57%,10.0
Harrison Barnes,UTIL,65.22%,27.0
Anthony Edwards,UTIL,60.87%,43.0
De'Aaron Fox,UTIL,60.87%,38.5
Trey Lyles,UTIL,26.09%,30.0
Rudy Gobert,UTIL,13.04%,35.5
Jordan McLaughlin,UTIL,13.04%,8.25
Mike Conley,UTIL,8.70%,34.25
Jaden McDaniels,UTIL,8.70%,31.5
Naz Reid,UTIL,8.70%,17.5
Malik Monk,UTIL,4.35%,16.75
Davion Mitchell,UTIL,4.35%,3.5
Nickeil Alexander-Walker,UTIL,4.35%,33.25
Austin Rivers,UTIL,4.35%,0.0
