Player,Roster Position,%Drafted,FPTS
Anthony Edwards,UTIL,78.57%,23.5
De'Aaron Fox,UTIL,64.29%,23.5
Naz Reid,UTIL,50.00%,1.25
Domantas Sabonis,UTIL,42.86%,18.25
Taurean Prince,UTIL,42.86%,-0.5
Kyle Anderson,UTIL,35.71%,21.75
Rudy Gobert,UTIL,28.57%,22.0
Jaden McDaniels,UTIL,28.57%,18.5
Mike Conley,UTIL,21.43%,12.5
Keegan Murray,UTIL,21.43%,4.25
Kevin Huerter,UTIL,14.29%,28.0
Harrison Barnes,UTIL,14.29%,11.0
Terence Davis,UTIL,14.29%,0.0
Luka Garza,UTIL,14.29%,0.0
Malik Monk,UTIL,7.14%,8.25
Davion Mitchell,UTIL,7.14%,3.5
Trey Lyles,UTIL,7.14%,19.5
Nickeil Alexander-Walker,UTIL,7.14%,17.25
Jordan McLaughlin,UTIL,7.14%,1.25
Austin Rivers,UTIL,7.14%,0.0
