Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,78.57%,32.25
Keegan Murray,SF,53.57%,6.25
De'Anthony Melton,SG,50.00%,9.0
Kyle Anderson,SF,46.43%,47.25
Harrison Barnes,SF,42.86%,27.0
Joel Embiid,C,42.86%,56.0
Rudy Gobert,C,39.29%,35.5
Kevin Huerter,SG,39.29%,39.0
De'Aaron Fox,PG,39.29%,38.5
James Harden,PG,35.71%,69.25
Anthony Edwards,SG,35.71%,43.0
Tobias Harris,SF,32.14%,6.0
Naz Reid,PF,28.57%,17.5
Jaden McDaniels,SF,25.00%,31.5
Mike Conley,PG,21.43%,34.25
Taurean Prince,SF,21.43%,10.0
Giannis Antetokounmpo,PF,17.86%,58.25
Trey Lyles,PF,17.86%,30.0
Brook Lopez,C,14.29%,42.5
Jrue Holiday,PG,10.71%,54.0
Domantas Sabonis,C,10.71%,51.0
Malik Monk,SG,10.71%,16.75
Nickeil Alexander-Walker,SG,10.71%,33.25
Khris Middleton,F,7.14%,14.25
Joe Ingles,G,7.14%,12.25
Davion Mitchell,UTIL,7.14%,3.5
P.J. Tucker,F,3.57%,8.0
Pat Connaughton,SF,3.57%,3.5
Georges Niang,UTIL,3.57%,21.75
Bobby Portis,C,3.57%,13.75
Shake Milton,G,3.57%,4.75
Jalen McDaniels,SF,3.57%,11.0
Kessler Edwards,F,3.57%,10.75
