Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,90.91%,32.25
Harrison Barnes,SF,81.82%,27.0
Joel Embiid,C,81.82%,56.0
James Harden,PG,72.73%,69.25
Kyle Anderson,SF,72.73%,47.25
Jaden McDaniels,SF,72.73%,31.5
Keegan Murray,SF,72.73%,6.25
De'Anthony Melton,SG,63.64%,9.0
Khris Middleton,F,18.18%,14.25
Tobias Harris,SF,18.18%,6.0
Grayson Allen,SG,18.18%,31.25
Kevin Huerter,SG,18.18%,39.0
Naz Reid,PF,18.18%,17.5
Anthony Edwards,SG,18.18%,43.0
P.J. Tucker,F,9.09%,8.0
Mike Conley,PG,9.09%,34.25
Jrue Holiday,G,9.09%,54.0
Taurean Prince,F,9.09%,10.0
Rudy Gobert,UTIL,9.09%,35.5
Trey Lyles,UTIL,9.09%,30.0
Domantas Sabonis,C,9.09%,51.0
De'Aaron Fox,UTIL,9.09%,38.5
Malik Monk,SG,9.09%,16.75
