Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,100.00%,28.0
Devonte' Graham,PG,100.00%,39.0
Keegan Murray,PF,75.00%,6.25
Tari Eason,SF,75.00%,38.25
Joel Embiid,C,50.00%,56.0
Tyrese Maxey,SG,50.00%,32.25
Giannis Antetokounmpo,C,25.00%,58.25
James Harden,G,25.00%,69.25
Trae Young,G,25.00%,35.5
Anthony Edwards,SF,25.00%,43.0
De'Aaron Fox,G,25.00%,38.5
Rudy Gobert,C,25.00%,35.5
Tyler Herro,G,25.00%,34.5
Zach Collins,C,25.00%,39.0
Jalen Green,SG,25.00%,19.0
Kyle Anderson,UTIL,25.00%,47.25
Tre Jones,PG,25.00%,19.75
Hamidou Diallo,SF,25.00%,26.75
Naz Reid,F,25.00%,17.5
Caris LeVert,SG,25.00%,20.5
