Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,88.57%,39.0
Jeremy Sochan,PF,80.00%,28.0
Tari Eason,SF,60.00%,38.25
Joel Embiid,C,42.86%,56.0
Tyrese Maxey,PG,42.86%,32.25
Jalen Green,PG,40.00%,19.0
Hamidou Diallo,SG,37.14%,26.75
Marvin Bagley III,PF,31.43%,48.25
Anthony Edwards,SG,28.57%,43.0
Jarrett Allen,C,28.57%,24.75
Tre Jones,PG,28.57%,19.75
James Wiseman,C,20.00%,19.75
Keegan Murray,SF,20.00%,6.25
Giannis Antetokounmpo,PF,17.14%,58.25
Domantas Sabonis,C,17.14%,51.0
De'Aaron Fox,PG,17.14%,38.5
Bam Adebayo,C,14.29%,57.75
Evan Mobley,PF,14.29%,48.75
Caris LeVert,SG,14.29%,20.5
James Harden,PG,11.43%,69.25
Zach Collins,C,11.43%,39.0
Darius Garland,G,8.57%,40.75
Dejounte Murray,PG,8.57%,23.75
KJ Martin,SF,8.57%,34.75
Jaden Ivey,PG,8.57%,16.0
Kyle Anderson,PF,8.57%,47.25
Harrison Barnes,SF,8.57%,27.0
De'Andre Hunter,PF,8.57%,25.75
Donovan Mitchell,PG,5.71%,36.25
Jimmy Butler,SF,5.71%,44.25
Tyler Herro,SG,5.71%,34.5
Khris Middleton,F,5.71%,14.25
Killian Hayes,PG,5.71%,16.5
Keita Bates-Diop,F,5.71%,30.25
Trae Young,PG,2.86%,35.5
Alperen Sengun,C,2.86%,36.5
Rudy Gobert,C,2.86%,35.5
Clint Capela,C,2.86%,37.75
Kevin Love,F,2.86%,16.25
Kevin Huerter,UTIL,2.86%,39.0
Jaden McDaniels,SF,2.86%,31.5
Naz Reid,UTIL,2.86%,17.5
Gabe Vincent,G,2.86%,16.5
Taurean Prince,PF,2.86%,10.0
Josh Christopher,SG,2.86%,24.25
Rodney McGruder,G,2.86%,6.0
Cedi Osman,PF,2.86%,15.0
Romeo Langford,SG,2.86%,7.25
