Player,Roster Position,%Drafted,FPTS
Jimmy Butler,SF,100.00%,44.25
Jeremy Sochan,PF,100.00%,28.0
Devonte' Graham,PG,75.00%,39.0
Trae Young,PG,75.00%,35.5
Tari Eason,SF,75.00%,38.25
Dejounte Murray,SG,50.00%,23.75
Jalen Green,SG,50.00%,19.0
Clint Capela,C,25.00%,37.75
Caleb Martin,SF,25.00%,24.25
De'Andre Hunter,UTIL,25.00%,25.75
Zach Collins,C,25.00%,39.0
Bam Adebayo,UTIL,25.00%,57.75
Tre Jones,PG,25.00%,19.75
Tyler Herro,G,25.00%,34.5
Romeo Langford,G,25.00%,7.25
Charles Bassey,C,25.00%,28.5
Alperen Sengun,C,25.00%,36.5
Blake Wesley,UTIL,25.00%,6.5
