Player,Roster Position,%Drafted,FPTS
Zach Collins,C,100.00%,39.0
Tyler Herro,PG,66.67%,34.5
Devonte' Graham,G,66.67%,39.0
James Harden,UTIL,33.33%,69.25
Donovan Mitchell,SG,33.33%,36.25
Jimmy Butler,SF,33.33%,44.25
Darius Garland,PG,33.33%,40.75
Evan Mobley,F,33.33%,48.75
Rudy Gobert,C,33.33%,35.5
Jalen Green,PG,33.33%,19.0
KJ Martin,SF,33.33%,34.75
Jaden Ivey,G,33.33%,16.0
Jeremy Sochan,F,33.33%,28.0
Tyrese Maxey,SG,33.33%,32.25
Harrison Barnes,F,33.33%,27.0
De'Andre Hunter,SF,33.33%,25.75
Keegan Murray,PF,33.33%,6.25
Hamidou Diallo,SG,33.33%,26.75
Naz Reid,PF,33.33%,17.5
Tari Eason,PF,33.33%,38.25
