Player,Roster Position,%Drafted,FPTS
Bam Adebayo,UTIL,71.43%,57.75
Trae Young,UTIL,61.90%,35.5
Jimmy Butler,UTIL,61.90%,44.25
Tyler Herro,UTIL,61.90%,34.5
Dejounte Murray,UTIL,57.14%,23.75
Clint Capela,UTIL,42.86%,37.75
Onyeka Okongwu,UTIL,38.10%,21.0
De'Andre Hunter,UTIL,23.81%,25.75
John Collins,UTIL,23.81%,3.75
Caleb Martin,UTIL,23.81%,24.25
Gabe Vincent,UTIL,23.81%,16.5
Cody Zeller,UTIL,19.05%,15.0
Kevin Love,UTIL,14.29%,16.25
Saddiq Bey,UTIL,14.29%,33.75
Victor Oladipo,UTIL,14.29%,12.5
Max Strus,UTIL,9.52%,12.25
Jalen Johnson,UTIL,9.52%,13.0
