Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Tobias Harris,PF,66.67%,6.0
Kyle Anderson,SF,66.67%,47.25
Rudy Gobert,C,66.67%,35.5
De'Anthony Melton,SG,66.67%,9.0
Malik Monk,SG,66.67%,16.75
Jaden McDaniels,SF,66.67%,31.5
Mike Conley,PG,33.33%,34.25
James Harden,G,33.33%,69.25
Harrison Barnes,F,33.33%,27.0
Pat Connaughton,F,33.33%,3.5
Joel Embiid,C,33.33%,56.0
Domantas Sabonis,C,33.33%,51.0
De'Aaron Fox,PG,33.33%,38.5
Anthony Edwards,SF,33.33%,43.0
Keegan Murray,PF,33.33%,6.25
