Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,80.00%,51.0
De'Aaron Fox,UTIL,73.33%,38.5
Kyle Anderson,UTIL,60.00%,47.25
Anthony Edwards,UTIL,53.33%,43.0
Rudy Gobert,UTIL,53.33%,35.5
Taurean Prince,UTIL,53.33%,10.0
Harrison Barnes,UTIL,46.67%,27.0
Keegan Murray,UTIL,46.67%,6.25
Jaden McDaniels,UTIL,26.67%,31.5
Trey Lyles,UTIL,26.67%,30.0
Mike Conley,UTIL,20.00%,34.25
Nickeil Alexander-Walker,UTIL,20.00%,33.25
Jordan McLaughlin,UTIL,13.33%,8.25
Kevin Huerter,UTIL,6.67%,39.0
Naz Reid,UTIL,6.67%,17.5
Davion Mitchell,UTIL,6.67%,3.5
Chimezie Metu,UTIL,6.67%,8.5
