Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,65.38%,39.0
Tari Eason,SF,65.38%,38.25
Jeremy Sochan,PF,65.38%,28.0
Trae Young,PG,61.54%,35.5
Bam Adebayo,C,57.69%,57.75
Jimmy Butler,SF,53.85%,44.25
Jalen Green,PG,46.15%,19.0
Dejounte Murray,PG,38.46%,23.75
Zach Collins,C,38.46%,39.0
Tyler Herro,PG,38.46%,34.5
Keita Bates-Diop,SF,34.62%,30.25
Jabari Smith Jr.,PF,34.62%,17.0
Tre Jones,PG,30.77%,19.75
KJ Martin,SF,26.92%,34.75
Alperen Sengun,C,23.08%,36.5
Kevin Love,PF,15.38%,16.25
Clint Capela,C,15.38%,37.75
Gabe Vincent,PG,11.54%,16.5
Kevin Porter Jr.,PG,11.54%,28.0
Blake Wesley,SG,11.54%,6.5
Caleb Martin,SF,7.69%,24.25
John Collins,PF,7.69%,3.75
Romeo Langford,SG,7.69%,7.25
Charles Bassey,C,7.69%,28.5
Bogdan Bogdanovic,G,3.85%,18.0
De'Andre Hunter,F,3.85%,25.75
Saddiq Bey,PF,3.85%,33.75
Jalen Johnson,F,3.85%,13.0
Josh Christopher,F,3.85%,24.25
TyTy Washington Jr.,G,3.85%,0.0
