Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Joel Embiid,C,75.00%,56.0
Keegan Murray,SF,75.00%,6.25
Kyle Anderson,SF,68.75%,47.25
Harrison Barnes,SF,62.50%,27.0
De'Anthony Melton,SG,43.75%,9.0
Rudy Gobert,C,37.50%,35.5
De'Aaron Fox,PG,37.50%,38.5
Giannis Antetokounmpo,PF,31.25%,58.25
Mike Conley,PG,25.00%,34.25
Kevin Huerter,SG,25.00%,39.0
Malik Monk,SG,25.00%,16.75
Naz Reid,PF,25.00%,17.5
P.J. Tucker,PF,18.75%,8.0
James Harden,PG,18.75%,69.25
Tobias Harris,SF,18.75%,6.0
Taurean Prince,PF,18.75%,10.0
Trey Lyles,F,18.75%,30.0
Jaden McDaniels,SF,18.75%,31.5
Khris Middleton,SF,12.50%,14.25
Anthony Edwards,SG,12.50%,43.0
Joe Ingles,SG,6.25%,12.25
Austin Rivers,G,6.25%,0.0
Jevon Carter,G,6.25%,11.25
Domantas Sabonis,C,6.25%,51.0
Shake Milton,SG,6.25%,4.75
