Player,Roster Position,%Drafted,FPTS
Jalen Green,SG,100.00%,19.0
Bam Adebayo,UTIL,66.67%,57.75
Trae Young,PG,66.67%,35.5
Tari Eason,SF,66.67%,38.25
Jeremy Sochan,F,66.67%,28.0
Jimmy Butler,F,33.33%,44.25
Devonte' Graham,SG,33.33%,39.0
Keita Bates-Diop,SF,33.33%,30.25
John Collins,C,33.33%,3.75
Dejounte Murray,PG,33.33%,23.75
De'Andre Hunter,PF,33.33%,25.75
Zach Collins,C,33.33%,39.0
Tre Jones,G,33.33%,19.75
Kevin Porter Jr.,PG,33.33%,28.0
KJ Martin,SF,33.33%,34.75
Alperen Sengun,C,33.33%,36.5
Blake Wesley,UTIL,33.33%,6.5
Jabari Smith Jr.,PF,33.33%,17.0
