Player,Roster Position,%Drafted,FPTS
Pascal Siakam,UTIL,91.30%,36.5
Kristaps Porzingis,UTIL,91.30%,50.75
Bradley Beal,UTIL,78.26%,45.0
Jakob Poeltl,UTIL,78.26%,21.25
Fred VanVleet,UTIL,73.91%,59.5
Corey Kispert,UTIL,52.17%,20.0
Kyle Kuzma,UTIL,47.83%,23.5
Delon Wright,UTIL,26.09%,50.5
OG Anunoby,UTIL,13.04%,15.75
Jordan Goodwin,UTIL,13.04%,12.75
Kendrick Nunn,UTIL,13.04%,-0.25
Daniel Gafford,UTIL,8.70%,17.0
Scottie Barnes,UTIL,4.35%,24.25
Gary Trent Jr.,UTIL,4.35%,44.25
Deni Avdija,UTIL,4.35%,2.0
