Player,Roster Position,%Drafted,FPTS
Harrison Barnes,SF,71.43%,27.0
Giannis Antetokounmpo,PF,57.14%,58.25
Tyrese Maxey,PG,57.14%,32.25
Keegan Murray,SF,57.14%,6.25
De'Aaron Fox,PG,42.86%,38.5
Naz Reid,PF,42.86%,17.5
Mike Conley,PG,28.57%,34.25
James Harden,PG,28.57%,69.25
Khris Middleton,SF,28.57%,14.25
Jae Crowder,UTIL,28.57%,4.75
Trey Lyles,C,28.57%,30.0
Domantas Sabonis,C,28.57%,51.0
Kevin Huerter,SG,28.57%,39.0
De'Anthony Melton,SG,28.57%,9.0
Malik Monk,SG,28.57%,16.75
P.J. Tucker,PF,14.29%,8.0
Brook Lopez,C,14.29%,42.5
Jrue Holiday,G,14.29%,54.0
Tobias Harris,UTIL,14.29%,6.0
Joe Ingles,G,14.29%,12.25
Pat Connaughton,SG,14.29%,3.5
Georges Niang,UTIL,14.29%,21.75
Kyle Anderson,F,14.29%,47.25
Rudy Gobert,UTIL,14.29%,35.5
Bobby Portis,PF,14.29%,13.75
Joel Embiid,C,14.29%,56.0
Grayson Allen,SG,14.29%,31.25
Jevon Carter,UTIL,14.29%,11.25
Nickeil Alexander-Walker,SG,14.29%,33.25
Anthony Edwards,G,14.29%,43.0
