Player,Roster Position,%Drafted,FPTS
James Harden,G,66.67%,69.25
Harrison Barnes,F,66.67%,27.0
Kyle Anderson,UTIL,66.67%,47.25
Joel Embiid,C,66.67%,56.0
De'Anthony Melton,SG,66.67%,9.0
Jaden McDaniels,SF,66.67%,31.5
Tyrese Maxey,PG,66.67%,32.25
Keegan Murray,PF,66.67%,6.25
Khris Middleton,F,33.33%,14.25
Joe Ingles,G,33.33%,12.25
Pat Connaughton,SF,33.33%,3.5
Rudy Gobert,UTIL,33.33%,35.5
Grayson Allen,SG,33.33%,31.25
Domantas Sabonis,C,33.33%,51.0
De'Aaron Fox,PG,33.33%,38.5
Naz Reid,PF,33.33%,17.5
