Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,100.00%,28.0
Devonte' Graham,PG,95.65%,39.0
Tari Eason,SF,78.26%,38.25
Joel Embiid,C,60.87%,56.0
Jalen Green,PG,60.87%,19.0
Evan Mobley,PF,39.13%,48.75
Tyrese Maxey,PG,39.13%,32.25
Marvin Bagley III,PF,34.78%,48.25
Tre Jones,PG,34.78%,19.75
Hamidou Diallo,SG,30.43%,26.75
Anthony Edwards,G,26.09%,43.0
Zach Collins,C,26.09%,39.0
Bam Adebayo,C,21.74%,57.75
James Harden,PG,17.39%,69.25
Domantas Sabonis,C,13.04%,51.0
Kyle Anderson,PF,8.70%,47.25
Harrison Barnes,SF,8.70%,27.0
Keegan Murray,SF,8.70%,6.25
Charles Bassey,C,8.70%,28.5
Giannis Antetokounmpo,C,4.35%,58.25
Trae Young,G,4.35%,35.5
Donovan Mitchell,PG,4.35%,36.25
De'Aaron Fox,PG,4.35%,38.5
Jimmy Butler,F,4.35%,44.25
Dejounte Murray,UTIL,4.35%,23.75
Alperen Sengun,C,4.35%,36.5
Tyler Herro,PG,4.35%,34.5
Mike Conley,G,4.35%,34.25
Killian Hayes,UTIL,4.35%,16.5
Tobias Harris,PF,4.35%,6.0
Keita Bates-Diop,SF,4.35%,30.25
Malik Monk,SG,4.35%,16.75
Kevin Huerter,SF,4.35%,39.0
James Wiseman,C,4.35%,19.75
Jaden McDaniels,F,4.35%,31.5
John Collins,UTIL,4.35%,3.75
Victor Oladipo,G,4.35%,12.5
De'Anthony Melton,UTIL,4.35%,9.0
Blake Wesley,PG,4.35%,6.5
