Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,84.21%,32.25
Jaden McDaniels,SF,68.42%,31.5
Keegan Murray,SF,68.42%,6.25
Harrison Barnes,SF,63.16%,27.0
Kyle Anderson,SF,57.89%,47.25
Joel Embiid,C,57.89%,56.0
De'Anthony Melton,SG,57.89%,9.0
James Harden,PG,47.37%,69.25
Domantas Sabonis,C,36.84%,51.0
Mike Conley,PG,26.32%,34.25
Tobias Harris,SF,26.32%,6.0
De'Aaron Fox,PG,26.32%,38.5
Rudy Gobert,C,21.05%,35.5
Kevin Huerter,SF,21.05%,39.0
Anthony Edwards,SG,21.05%,43.0
Malik Monk,G,15.79%,16.75
Naz Reid,PF,15.79%,17.5
Brook Lopez,C,10.53%,42.5
Taurean Prince,F,10.53%,10.0
Giannis Antetokounmpo,PF,10.53%,58.25
Jae Crowder,F,5.26%,4.75
Joe Ingles,PG,5.26%,12.25
Pat Connaughton,G,5.26%,3.5
Georges Niang,PF,5.26%,21.75
Grayson Allen,G,5.26%,31.25
Jevon Carter,PG,5.26%,11.25
Chimezie Metu,UTIL,5.26%,8.5
Jalen McDaniels,F,5.26%,11.0
Davion Mitchell,UTIL,5.26%,3.5
Nickeil Alexander-Walker,SG,5.26%,33.25
