Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,T3,80.65%,38.5
Giannis Antetokounmpo,T1,54.84%,58.25
Domantas Sabonis,T2,51.61%,51.0
Jarrett Allen,T5,51.61%,24.75
Jeremy Sochan,T6,41.94%,28.0
Joel Embiid,T1,38.71%,56.0
Dejounte Murray,T4,35.48%,23.75
Evan Mobley,T4,29.03%,48.75
Jalen Green,T5,25.81%,19.0
Donovan Mitchell,T2,22.58%,36.25
Kevin Porter Jr.,T4,19.35%,28.0
Clint Capela,T6,19.35%,37.75
Trae Young,T2,16.13%,35.5
Mike Conley,T6,12.90%,34.25
Anthony Edwards,T2,9.68%,43.0
Bam Adebayo,T3,9.68%,57.75
Tyler Herro,T4,9.68%,34.5
Brook Lopez,T5,9.68%,42.5
Kyle Anderson,T6,9.68%,47.25
James Harden,T1,6.45%,69.25
Alperen Sengun,T4,6.45%,36.5
Khris Middleton,T5,6.45%,14.25
Zach Collins,T5,6.45%,39.0
KJ Martin,T6,6.45%,34.75
Jaden Ivey,T6,6.45%,16.0
Jimmy Butler,T3,3.23%,44.25
Darius Garland,T3,3.23%,40.75
Jrue Holiday,T3,3.23%,54.0
Devin Vassell,T6,3.23%,0.0
