Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,80.00%,39.0
Donovan Mitchell,PG,60.00%,36.25
Tari Eason,SF,60.00%,38.25
Giannis Antetokounmpo,PF,40.00%,58.25
Zach Collins,C,40.00%,39.0
Jalen Green,PG,40.00%,19.0
Jeremy Sochan,F,40.00%,28.0
Marvin Bagley III,PF,40.00%,48.25
Hamidou Diallo,SG,40.00%,26.75
Joel Embiid,UTIL,20.00%,56.0
De'Aaron Fox,G,20.00%,38.5
Jimmy Butler,UTIL,20.00%,44.25
Evan Mobley,F,20.00%,48.75
Kevin Porter Jr.,G,20.00%,28.0
Rudy Gobert,C,20.00%,35.5
Tyler Herro,G,20.00%,34.5
KJ Martin,SF,20.00%,34.75
Jaden Ivey,SG,20.00%,16.0
Kyle Anderson,F,20.00%,47.25
Tre Jones,PG,20.00%,19.75
James Wiseman,C,20.00%,19.75
Harrison Barnes,UTIL,20.00%,27.0
Keegan Murray,SF,20.00%,6.25
Naz Reid,C,20.00%,17.5
Caleb Martin,PF,20.00%,24.25
Trey Lyles,F,20.00%,30.0
Blake Wesley,G,20.00%,6.5
