Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,100.00%,51.0
De'Aaron Fox,UTIL,75.00%,38.5
Mike Conley,UTIL,50.00%,34.25
Kyle Anderson,UTIL,50.00%,47.25
Taurean Prince,UTIL,50.00%,10.0
Rudy Gobert,CPT,50.00%,53.25
Anthony Edwards,UTIL,25.00%,43.0
Kevin Huerter,UTIL,25.00%,39.0
Harrison Barnes,UTIL,25.00%,27.0
Jaden McDaniels,UTIL,25.00%,31.5
Keegan Murray,UTIL,25.00%,6.25
Naz Reid,UTIL,25.00%,17.5
Trey Lyles,UTIL,25.00%,30.0
Nickeil Alexander-Walker,UTIL,25.00%,33.25
Austin Rivers,UTIL,25.00%,0.0
