Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,100.00%,28.0
Devonte' Graham,PG,100.00%,39.0
Joel Embiid,C,86.36%,56.0
Tari Eason,SF,81.82%,38.25
Jalen Green,PG,77.27%,19.0
Marvin Bagley III,PF,77.27%,48.25
Tre Jones,PG,72.73%,19.75
Bam Adebayo,C,45.45%,57.75
Zach Collins,C,18.18%,39.0
Tyrese Maxey,PG,18.18%,32.25
James Harden,PG,13.64%,69.25
Alperen Sengun,C,13.64%,36.5
Hamidou Diallo,SF,13.64%,26.75
Giannis Antetokounmpo,UTIL,9.09%,58.25
Tyler Herro,PG,9.09%,34.5
Kyle Anderson,F,9.09%,47.25
Harrison Barnes,SF,9.09%,27.0
Anthony Edwards,G,4.55%,43.0
De'Aaron Fox,PG,4.55%,38.5
Evan Mobley,C,4.55%,48.75
Jarrett Allen,C,4.55%,24.75
Clint Capela,C,4.55%,37.75
Tobias Harris,PF,4.55%,6.0
Keegan Murray,SF,4.55%,6.25
John Collins,UTIL,4.55%,3.75
Charles Bassey,C,4.55%,28.5
Caris LeVert,SG,4.55%,20.5
