Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,81.48%,28.0
Devonte' Graham,PG,81.48%,39.0
Tari Eason,SF,81.48%,38.25
De'Aaron Fox,PG,37.04%,38.5
Joel Embiid,C,33.33%,56.0
Hamidou Diallo,SG,33.33%,26.75
Tyrese Maxey,SG,29.63%,32.25
Marvin Bagley III,PF,29.63%,48.25
Rudy Gobert,C,25.93%,35.5
Tyler Herro,PG,25.93%,34.5
Keegan Murray,PF,25.93%,6.25
Anthony Edwards,SG,22.22%,43.0
Jarrett Allen,C,22.22%,24.75
Zach Collins,C,18.52%,39.0
Jalen Green,PG,18.52%,19.0
Giannis Antetokounmpo,C,14.81%,58.25
James Harden,PG,14.81%,69.25
Dejounte Murray,G,14.81%,23.75
Evan Mobley,PF,14.81%,48.75
Trae Young,PG,11.11%,35.5
Donovan Mitchell,PG,11.11%,36.25
Bam Adebayo,C,11.11%,57.75
Tre Jones,G,11.11%,19.75
Naz Reid,C,11.11%,17.5
Darius Garland,PG,7.41%,40.75
Keita Bates-Diop,SF,7.41%,30.25
James Wiseman,C,7.41%,19.75
Harrison Barnes,F,7.41%,27.0
Charles Bassey,C,7.41%,28.5
Caris LeVert,SG,7.41%,20.5
Blake Wesley,PG,7.41%,6.5
Romeo Langford,SG,7.41%,7.25
Domantas Sabonis,UTIL,3.70%,51.0
Jimmy Butler,SF,3.70%,44.25
Kevin Porter Jr.,PG,3.70%,28.0
Brook Lopez,C,3.70%,42.5
Mike Conley,G,3.70%,34.25
Kyle Anderson,F,3.70%,47.25
Jabari Smith Jr.,F,3.70%,17.0
Killian Hayes,PG,3.70%,16.5
Jaden McDaniels,SF,3.70%,31.5
De'Andre Hunter,PF,3.70%,25.75
Gabe Vincent,PG,3.70%,16.5
Onyeka Okongwu,UTIL,3.70%,21.0
Davion Mitchell,SG,3.70%,3.5
Isaiah Livers,SF,3.70%,17.5
Taurean Prince,SF,3.70%,10.0
Cory Joseph,PG,3.70%,17.0
