Player,Roster Position,%Drafted,FPTS
Joel Embiid,UTIL,100.00%,56.0
Giannis Antetokounmpo,UTIL,90.91%,58.25
Tyrese Maxey,UTIL,81.82%,32.25
James Harden,UTIL,72.73%,69.25
P.J. Tucker,UTIL,63.64%,8.0
Jalen McDaniels,UTIL,63.64%,11.0
Khris Middleton,UTIL,27.27%,14.25
Bobby Portis,UTIL,18.18%,13.75
Tobias Harris,UTIL,18.18%,6.0
De'Anthony Melton,UTIL,18.18%,9.0
Grayson Allen,UTIL,9.09%,31.25
Jae Crowder,UTIL,9.09%,4.75
Joe Ingles,UTIL,9.09%,12.25
Paul Reed,UTIL,9.09%,12.5
Shake Milton,UTIL,9.09%,4.75
