Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,81.82%,51.0
De'Aaron Fox,UTIL,77.27%,38.5
Anthony Edwards,UTIL,75.00%,43.0
Taurean Prince,UTIL,70.45%,10.0
Keegan Murray,UTIL,56.82%,6.25
Harrison Barnes,UTIL,40.91%,27.0
Rudy Gobert,UTIL,38.64%,35.5
Naz Reid,UTIL,38.64%,17.5
Jaden McDaniels,UTIL,31.82%,31.5
Jordan McLaughlin,UTIL,25.00%,8.25
Kyle Anderson,UTIL,18.18%,47.25
Nickeil Alexander-Walker,UTIL,11.36%,33.25
Mike Conley,UTIL,9.09%,34.25
Trey Lyles,UTIL,9.09%,30.0
Malik Monk,UTIL,4.55%,16.75
Kevin Huerter,UTIL,4.55%,39.0
Terence Davis,UTIL,2.27%,5.25
Chimezie Metu,UTIL,2.27%,8.5
Austin Rivers,UTIL,2.27%,0.0
