Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Jaden McDaniels,SF,78.95%,31.5
Keegan Murray,SF,73.68%,6.25
Harrison Barnes,SF,68.42%,27.0
Kyle Anderson,SF,68.42%,47.25
De'Anthony Melton,SG,68.42%,9.0
Joel Embiid,C,63.16%,56.0
James Harden,PG,57.89%,69.25
Mike Conley,PG,31.58%,34.25
Tobias Harris,PF,31.58%,6.0
De'Aaron Fox,PG,26.32%,38.5
Rudy Gobert,C,21.05%,35.5
Domantas Sabonis,C,15.79%,51.0
Kevin Huerter,SG,15.79%,39.0
Brook Lopez,C,10.53%,42.5
Jae Crowder,UTIL,10.53%,4.75
Taurean Prince,F,10.53%,10.0
Giannis Antetokounmpo,PF,10.53%,58.25
Grayson Allen,SG,10.53%,31.25
Anthony Edwards,SG,10.53%,43.0
Khris Middleton,SF,5.26%,14.25
Malik Monk,G,5.26%,16.75
Naz Reid,UTIL,5.26%,17.5
