Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,77.27%,28.0
Devonte' Graham,PG,72.73%,39.0
Tari Eason,SF,72.73%,38.25
Jalen Green,PG,54.55%,19.0
Joel Embiid,C,31.82%,56.0
Marvin Bagley III,PF,31.82%,48.25
Jarrett Allen,C,27.27%,24.75
Zach Collins,C,27.27%,39.0
Hamidou Diallo,SG,27.27%,26.75
De'Aaron Fox,PG,22.73%,38.5
Tyrese Maxey,SG,22.73%,32.25
James Harden,PG,18.18%,69.25
Anthony Edwards,SG,18.18%,43.0
Bam Adebayo,C,18.18%,57.75
Tyler Herro,PG,18.18%,34.5
Harrison Barnes,SF,18.18%,27.0
Keegan Murray,SF,18.18%,6.25
Dejounte Murray,PG,13.64%,23.75
Mike Conley,G,13.64%,34.25
Keita Bates-Diop,SF,13.64%,30.25
Tre Jones,PG,13.64%,19.75
Giannis Antetokounmpo,PF,9.09%,58.25
Domantas Sabonis,C,9.09%,51.0
Trae Young,PG,9.09%,35.5
Darius Garland,PG,9.09%,40.75
Kevin Porter Jr.,PG,9.09%,28.0
Rudy Gobert,C,9.09%,35.5
Brook Lopez,C,9.09%,42.5
Jaden Ivey,PG,9.09%,16.0
Kevin Huerter,SG,9.09%,39.0
James Wiseman,C,9.09%,19.75
Naz Reid,PF,9.09%,17.5
Charles Bassey,C,9.09%,28.5
Caris LeVert,SG,9.09%,20.5
Donovan Mitchell,PG,4.55%,36.25
Jimmy Butler,F,4.55%,44.25
Evan Mobley,F,4.55%,48.75
Alperen Sengun,UTIL,4.55%,36.5
Clint Capela,UTIL,4.55%,37.75
Kyle Anderson,F,4.55%,47.25
Jabari Smith Jr.,PF,4.55%,17.0
Killian Hayes,PG,4.55%,16.5
Jaden McDaniels,SF,4.55%,31.5
Saddiq Bey,F,4.55%,33.75
Isaiah Livers,SF,4.55%,17.5
