Player,Roster Position,%Drafted,FPTS
Pascal Siakam,UTIL,25.00%,36.5
Kristaps Porzingis,UTIL,25.00%,50.75
Fred VanVleet,UTIL,25.00%,59.5
Kyle Kuzma,UTIL,25.00%,23.5
Bradley Beal,UTIL,25.00%,45.0
Scottie Barnes,UTIL,25.00%,24.25
Jakob Poeltl,UTIL,25.00%,21.25
OG Anunoby,UTIL,25.00%,15.75
Gary Trent Jr.,UTIL,25.00%,44.25
Daniel Gafford,UTIL,25.00%,17.0
Delon Wright,UTIL,25.00%,50.5
Deni Avdija,BENCH,25.00%,2.0
Precious Achiuwa,UTIL,25.00%,7.5
Jay Huff,BENCH,25.00%,0.0
Chris Boucher,BENCH,25.00%,16.5
Corey Kispert,BENCH,25.00%,20.0
